filename,timestamp,polarity
180821_Smp_MS6C3175m_A.mzML,2018-08-31T11:20:39Z,pos
180821_Smp_MS6C3175m_B.mzML,2018-08-29T15:34:17Z,pos
180821_Smp_MS6C3175m_C.mzML,2018-08-22T17:20:41Z,pos
180821_Smp_MS6C3DCM_A.mzML,2018-08-24T10:57:46Z,pos
180821_Smp_MS6C3DCM_B.mzML,2018-08-24T00:51:41Z,pos
180821_Smp_MS6C3DCM_C.mzML,2018-08-28T11:47:32Z,pos
180821_Smp_MS7C115m_A.mzML,2018-08-26T06:44:04Z,pos
180821_Smp_MS7C115m_B.mzML,2018-08-22T18:11:14Z,pos
180821_Smp_MS7C115m_C.mzML,2018-08-25T19:47:31Z,pos
180821_Smp_MS7C1175m_A.mzML,2018-08-25T08:00:25Z,pos
180821_Smp_MS7C1175m_B.mzML,2018-08-24T02:32:41Z,pos
180821_Smp_MS7C1175m_C.mzML,2018-08-24T12:38:49Z,pos
180821_Smp_MS7C1DCM_A.mzML,2018-08-26T04:12:33Z,pos
180821_Smp_MS7C1DCM_B.mzML,2018-08-25T07:09:58Z,pos
180821_Smp_MS7C1DCM_C.mzML,2018-08-28T17:41:05Z,pos
180821_Smp_MS8C115m_A.mzML,2018-08-25T18:06:29Z,pos
180821_Smp_MS8C115m_B.mzML,2018-08-24T03:23:11Z,pos
180821_Smp_MS8C115m_C.mzML,2018-08-30T15:58:59Z,pos
180821_Smp_MS8C1175m_A.mzML,2018-08-30T06:43:25Z,pos
180821_Smp_MS8C1175m_B.mzML,2018-08-29T07:59:45Z,pos
180821_Smp_MS8C1175m_C.mzML,2018-08-30T08:24:25Z,pos
180821_Smp_MS8C1DCM_A.mzML,2018-08-31T15:33:10Z,pos
180821_Smp_MS8C1DCM_B.mzML,2018-08-30T11:46:28Z,pos
180821_Smp_MS8C1DCM_C.mzML,2018-08-22T19:52:15Z,pos
180821_Smp_MS9C215m_A.mzML,2018-08-26T01:41:03Z,pos
180821_Smp_MS9C215m_B.mzML,2018-08-31T13:52:09Z,pos
180821_Smp_MS9C215m_C.mzML,2018-08-24T08:26:13Z,pos
180821_Smp_MS9C2175m_A.mzML,2018-08-30T16:49:28Z,pos
180821_Smp_MS9C2175m_B.mzML,2018-08-24T15:10:17Z,pos
180821_Smp_MS9C2175m_C.mzML,2018-08-22T20:42:44Z,pos
180821_Smp_MS9C2DCM_A.mzML,2018-08-30T14:17:58Z,pos
180821_Smp_MS9C2DCM_B.mzML,2018-08-24T05:04:17Z,pos
180821_Smp_MS9C2DCM_C.mzML,2018-08-30T13:27:29Z,pos
180821_Std_4uMStdsMix1InH2O_1.mzML,2018-08-22T04:43:07Z,pos
180821_Std_4uMStdsMix1InH2O_2.mzML,2018-08-28T06:44:32Z,pos
180821_Std_4uMStdsMix1InH2O_3.mzML,2018-08-31T19:45:42Z,pos
180821_Std_4uMStdsMix1InMatrix_1.mzML,2018-08-22T06:24:10Z,pos
180821_Std_4uMStdsMix1InMatrix_2.mzML,2018-08-28T04:13:00Z,pos
180821_Std_4uMStdsMix1InMatrix_3.mzML,2018-08-31T18:04:41Z,pos
180821_Std_4uMStdsMix2InH2O_1.mzML,2018-08-22T05:33:38Z,pos
180821_Std_4uMStdsMix2InH2O_2.mzML,2018-08-28T07:35:01Z,pos
180821_Std_4uMStdsMix2InH2O_3.mzML,2018-08-31T20:36:13Z,pos
180821_Std_4uMStdsMix2InMatrix_1.mzML,2018-08-22T07:14:39Z,pos
180821_Std_4uMStdsMix2InMatrix_2.mzML,2018-08-28T05:03:33Z,pos
180821_Std_4uMStdsMix2InMatrix_3.mzML,2018-08-31T18:55:13Z,pos
180821_Std_H2OInMatrix_1.mzML,2018-08-22T09:46:09Z,pos
180821_Std_H2OInMatrix_2.mzML,2018-08-28T03:22:29Z,pos
180821_Std_H2OInMatrix_3.mzML,2018-08-31T17:14:12Z,pos
190715_Blk_KM1906U14-Blk_C.mzML,2019-07-14T15:25:46Z,pos
190715_Poo_TruePooFK180310_Full1.mzML,2019-07-19T00:33:17Z,pos
190715_Poo_TruePooFK180310_Full2.mzML,2019-07-19T19:04:26Z,pos
190715_Poo_TruePooFK180310_Full3.mzML,2019-07-20T15:29:25Z,pos
190715_Poo_TruePooFK180310_Half1.mzML,2019-07-18T23:42:48Z,pos
190715_Poo_TruePooFK180310_Half2.mzML,2019-07-19T18:13:53Z,pos
190715_Poo_TruePooFK180310_Half3.mzML,2019-07-20T14:38:51Z,pos
190715_Smp_FK180310S62C1-25m_A.mzML,2019-07-19T14:51:53Z,pos
190715_Smp_FK180310S62C1-25m_B.mzML,2019-07-20T11:16:50Z,pos
190715_Smp_FK180310S62C1-25m_C.mzML,2019-07-19T03:04:47Z,pos
190715_Smp_FK180310S62C1-DCM_A.mzML,2019-07-19T09:48:50Z,pos
190715_Smp_FK180310S62C1-DCM_B.mzML,2019-07-19T07:17:18Z,pos
190715_Smp_FK180310S62C1-DCM_C.mzML,2019-07-20T07:04:18Z,pos
190715_Smp_FK180310S64C1-25m_A.mzML,2019-07-20T08:45:20Z,pos
190715_Smp_FK180310S64C1-25m_B.mzML,2019-07-19T08:07:51Z,pos
190715_Smp_FK180310S64C1-25m_C.mzML,2019-07-19T13:10:51Z,pos
190715_Smp_FK180310S64C1-DCM_A.mzML,2019-07-19T10:39:21Z,pos
190715_Smp_FK180310S64C1-DCM_B.mzML,2019-07-20T12:07:23Z,pos
190715_Smp_FK180310S64C1-DCM_C.mzML,2019-07-20T09:35:48Z,pos
190715_Smp_FK180310S77C1-25m_A.mzML,2019-07-20T03:42:18Z,pos
190715_Smp_FK180310S77C1-25m_B.mzML,2019-07-19T21:35:56Z,pos
190715_Smp_FK180310S77C1-25m_C.mzML,2019-07-19T15:42:23Z,pos
190715_Smp_FK180310S77C1-DCM_A.mzML,2019-07-19T04:45:48Z,pos
190715_Smp_FK180310S77C1-DCM_B.mzML,2019-07-19T05:36:19Z,pos
190715_Smp_FK180310S77C1-DCM_C.mzML,2019-07-20T06:13:50Z,pos
190715_Smp_FK180310S80C1-25m_A.mzML,2019-07-20T04:32:50Z,pos
190715_Smp_FK180310S80C1-25m_B.mzML,2019-07-19T02:14:20Z,pos
190715_Smp_FK180310S80C1-25m_C.mzML,2019-07-19T12:20:20Z,pos
190715_Smp_FK180310S80C1-DCM_A.mzML,2019-07-19T23:16:55Z,pos
190715_Smp_FK180310S80C1-DCM_B.mzML,2019-07-20T02:01:18Z,pos
190715_Smp_FK180310S80C1-DCM_C.mzML,2019-07-19T20:45:25Z,pos
190715_Std_4uMStdsMix1InH2O_1.mzML,2019-07-13T04:04:31Z,pos
190715_Std_4uMStdsMix1InH2O_2.mzML,2019-07-18T10:14:41Z,pos
190715_Std_4uMStdsMix1InMatrix_1.mzML,2019-07-13T05:45:31Z,pos
190715_Std_4uMStdsMix1InMatrix_2.mzML,2019-07-18T11:55:40Z,pos
190715_Std_4uMStdsMix2InH2O_1.mzML,2019-07-13T04:55:02Z,pos
190715_Std_4uMStdsMix2InH2O_2.mzML,2019-07-18T11:05:12Z,pos
190715_Std_4uMStdsMix2InMatrix_1.mzML,2019-07-13T06:36:01Z,pos
190715_Std_4uMStdsMix2InMatrix_2.mzML,2019-07-18T12:46:11Z,pos
190715_Std_H2OinMatrix_1.mzML,2019-07-13T03:14:01Z,pos
190715_Std_H2OinMatrix_2.mzML,2019-07-18T09:24:10Z,pos
180205_Poo_TruePooPos_dda1.mzML,2018-02-07T01:03:23Z,pos
180205_Poo_TruePooPos_dda2.mzML,2018-02-07T22:56:31Z,pos
180205_Poo_TruePooPos_dda3.mzML,2018-02-08T05:40:38Z,pos
190715_Poo_TruePooFK180310_DDApos20.mzML,2019-07-20T17:10:25Z,pos
190715_Poo_TruePooFK180310_DDApos35.mzML,2019-07-20T19:41:57Z,pos
190715_Poo_TruePooFK180310_DDApos50.mzML,2019-07-20T22:13:27Z,pos
200709_Poo_TruePooFK180310_DDApos100.mzML,2020-07-10T05:57:28Z,pos
200709_Poo_TruePooFK180310_DDApos100_150IT.mzML,2020-07-10T09:19:30Z,pos
200709_Poo_TruePooFK180310_DDApos20.mzML,2020-07-10T04:16:28Z,pos
200709_Poo_TruePooFK180310_DDApos20_150IT.mzML,2020-07-10T07:38:28Z,pos
200709_Poo_TruePooFK180310_DDApos50.mzML,2020-07-10T05:06:58Z,pos
200709_Poo_TruePooFK180310_DDApos50_150IT.mzML,2020-07-10T08:29:00Z,pos
