station,cast,rosette,lat,lon,pressure,temp,sal,ctd_oxy,ctd_chl,theta,sigma,oxy_um,dic,alk,ph,po4_um,no23_um,sio4_um,LLN,LLP,PC,PN,PP,PSi,chl_ug,phaeo_ug,het_abund,pro_abund,syn_abund,euk_abund,cruise
1,1,24,21.19,157.742,101.5,22.818,35.111,208.8,0.5619,22.797,24.0776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,23,21.19,157.742,102.3,22.811,35.112,208.7,0.5528,22.79,24.0804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,22,21.19,157.742,102.6,22.807,35.113,208.7,0.5498,22.786,24.0824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,21,21.19,157.742,101.8,22.816,35.112,208.7,0.5581,22.795,24.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,20,21.19,157.742,100.6,22.82,35.111,208.8,0.5548,22.8,24.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,19,21.19,157.742,101.6,22.817,35.112,208.8,0.5603,22.796,24.0787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,18,21.19,157.742,101.1,22.82,35.111,208.8,0.566,22.799,24.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,17,21.19,157.742,101.1,22.82,35.111,208.8,0.566,22.799,24.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,16,21.19,157.742,101.2,22.819,35.111,208.8,0.5652,22.798,24.0773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,15,21.19,157.742,101.7,22.817,35.112,208.8,0.5592,22.796,24.0787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,14,21.19,157.742,102,22.815,35.112,208.7,0.5565,22.794,24.0793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,13,21.19,157.742,102.3,22.81,35.112,208.7,0.5523,22.789,24.0807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,12,21.19,157.742,102.6,22.807,35.113,208.7,0.55,22.786,24.0824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,11,21.19,157.742,101.6,22.817,35.112,208.8,0.5608,22.796,24.0787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,10,21.19,157.742,102,22.814,35.112,208.7,0.5554,22.793,24.0796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,9,21.19,157.742,101.2,22.819,35.111,208.8,0.5642,22.798,24.0773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,8,21.19,157.742,102.2,22.812,35.112,208.7,0.5539,22.791,24.0801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,7,21.19,157.742,100.8,22.82,35.111,208.8,0.5613,22.8,24.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,6,21.19,157.742,102,22.814,35.112,208.7,0.5554,22.793,24.0796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,5,21.19,157.742,100.6,22.82,35.111,208.8,0.556,22.8,24.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,4,21.19,157.742,101.3,22.818,35.111,208.8,0.5636,22.797,24.0776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,3,21.19,157.742,101.8,22.816,35.112,208.7,0.5581,22.795,24.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,2,21.19,157.742,101.8,22.816,35.112,208.7,0.5587,22.795,24.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
1,1,1,21.19,157.742,101.6,22.817,35.112,208.8,0.5603,22.796,24.0787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,24,22.926,157.748,26.2,26.288,34.861,206.8,0.0917,26.282,22.8422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,23,22.926,157.748,26.2,26.288,34.861,206.8,0.0917,26.282,22.8422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,22,22.926,157.748,25.8,26.288,34.861,206.8,0.0919,26.282,22.8422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,21,22.926,157.748,25.4,26.289,34.861,206.9,0.0916,26.283,22.8419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,20,22.926,157.748,25.8,26.288,34.861,206.8,0.092,26.282,22.8422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,19,22.926,157.748,25.4,26.289,34.861,206.9,0.0915,26.283,22.8419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,18,22.926,157.748,44.6,25.86,34.854,212.2,0.131,25.85,22.9717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,17,22.926,157.748,75.7,24.268,34.975,218.8,0.1839,24.252,23.5493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,16,22.926,157.748,74.4,24.282,34.973,218.9,0.1796,24.266,23.5435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,15,22.926,157.748,99.7,23.553,35.054,211.5,0.2409,23.532,23.8216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,14,22.926,157.748,100.5,23.548,35.055,211.4,0.2435,23.527,23.8239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,13,22.926,157.748,126,23.095,35.154,203.8,0.5062,23.069,24.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,12,22.926,157.748,125.8,23.096,35.154,203.8,0.5062,23.07,24.0317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,11,22.926,157.748,130.1,23.052,35.154,203.5,0.6202,23.025,24.0447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,10,22.926,157.748,129.3,23.057,35.154,203.5,0.5912,23.031,24.0432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,9,22.926,157.748,128.6,23.06,35.154,203.6,0.5754,23.034,24.0423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,8,22.926,157.748,129.3,23.057,35.154,203.5,0.5903,23.031,24.0432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,7,22.926,157.748,128.3,23.061,35.154,203.6,0.5745,23.035,24.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,6,22.926,157.748,152.9,22.565,35.202,202.5,0.3615,22.534,24.2219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,5,22.926,157.748,176.6,22.212,35.21,199.2,0.1909,22.177,24.3292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,4,22.926,157.748,177,22.208,35.211,199,0.19,22.173,24.3311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,3,22.926,157.748,175.8,22.221,35.209,199.4,0.1936,22.186,24.3259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,2,22.926,157.748,176,22.218,35.209,199.4,0.1923,22.183,24.3267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
2,1,1,22.926,157.748,176.2,22.216,35.209,199.3,0.1919,22.181,24.3273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
3,1,11,23.943,158.093,4.9,26.661,35.019,205,0.0843,26.66,22.8423,203.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.03,NA,NA,NA,NA,MT
3,1,10,23.943,158.093,25.1,25.973,35.174,209.6,0.0981,25.967,23.1767,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.03,NA,NA,NA,NA,MT
3,1,9,23.943,158.093,46,24.52,35.189,218.6,0.1263,24.51,23.634,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.04,NA,NA,NA,NA,MT
3,1,8,23.943,158.093,75.4,22.828,35.21,219.2,0.2213,22.813,24.1484,220.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.08,NA,NA,NA,NA,MT
3,1,7,23.943,158.093,101.7,21.698,35.178,213.8,0.4038,21.678,24.4444,213.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.18,NA,NA,NA,NA,MT
3,1,6,23.943,158.093,126.3,20.245,35.081,207.2,0.7466,20.221,24.7662,207.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.5,NA,NA,NA,NA,MT
3,1,5,23.943,158.093,151.6,18.946,34.975,203.1,0.3118,18.919,25.0238,204.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.26,NA,NA,NA,NA,MT
3,1,4,23.943,158.093,176.5,17.156,34.752,202.5,0.1054,17.127,25.2947,202.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.06,NA,NA,NA,NA,MT
3,1,3,23.943,158.093,200.9,16.022,34.623,204.1,0.0743,15.99,25.4607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
3,1,2,23.943,158.093,202,15.997,34.617,203.5,0.0733,15.965,25.4618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
3,1,1,23.943,158.093,202.4,15.986,34.615,203.3,0.0725,15.954,25.4628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,24,27.952,157.284,15.6,25.747,35.299,208.4,0.0858,25.744,23.3406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,23,27.952,157.284,14.2,25.755,35.298,208.5,0.0845,25.752,23.3373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,22,27.952,157.284,15.3,25.75,35.298,208.4,0.0859,25.747,23.3389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,21,27.952,157.284,14.1,25.755,35.298,208.5,0.0842,25.752,23.3373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,20,27.952,157.284,15,25.753,35.298,208.4,0.0861,25.75,23.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,19,27.952,157.284,14.3,25.754,35.298,208.5,0.0847,25.751,23.3376,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88,0.29,NA,NA,0.05,0.03,NA,NA,NA,NA,MT
4,1,18,27.952,157.284,44.5,21.789,35.177,229.9,0.1316,21.78,24.4152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,17,27.952,157.284,76,19.16,34.982,233.3,0.2357,19.146,24.9711,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,0.12,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,16,27.952,157.284,75.7,19.162,34.982,233.3,0.2347,19.148,24.9706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.09,NA,NA,NA,NA,MT
4,1,15,27.952,157.284,100.8,18.123,34.921,228.1,0.7901,18.106,25.1865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,14,27.952,157.284,100.8,18.124,34.921,228.1,0.7875,18.107,25.1863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,13,27.952,157.284,101,18.118,34.921,228,0.8047,18.101,25.1878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,12,27.952,157.284,102.3,18.069,34.92,226.8,0.902,18.051,25.1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,11,27.952,157.284,99.7,18.148,34.922,228.4,0.7097,18.131,25.1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,10,27.952,157.284,100.3,18.136,34.922,228.3,0.7496,18.119,25.1841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,9,27.952,157.284,101.6,18.097,34.921,227.5,0.8564,18.08,25.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,0.39,NA,NA,0.26,0.55,NA,NA,NA,NA,MT
4,1,8,27.952,157.284,125.9,17.201,34.82,218.6,0.5205,17.18,25.3342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,7,27.952,157.284,125.5,17.215,34.822,218.8,0.5206,17.194,25.3323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,6,27.952,157.284,151.1,16.262,34.701,215.7,0.2572,16.238,25.4639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,5,27.952,157.284,176.6,15.285,34.574,211.8,0.0822,15.258,25.5875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,4,27.952,157.284,174.4,15.385,34.59,212.6,0.097,15.358,25.5776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,3,27.952,157.284,174.6,15.386,34.59,212.6,0.0971,15.359,25.5774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,2,27.952,157.284,174.5,15.386,34.59,212.6,0.097,15.359,25.5774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,1,1,27.952,157.284,174.4,15.385,34.59,212.6,0.097,15.358,25.5776,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.12,NA,NA,0.02,0.04,NA,NA,NA,NA,MT
4,2,24,27.951,157.284,5.2,25.999,35.277,207.6,0.0805,25.998,23.245,NA,NA,NA,NA,0.03,0,NA,0,0.03,NA,NA,NA,NA,NA,NA,5.044,1.491,0.017,0.007,MT
4,2,23,27.951,157.284,16.3,25.739,35.28,208.4,0.0797,25.735,23.3288,NA,NA,NA,NA,0.04,0,NA,0,0.03,NA,NA,NA,NA,NA,NA,4.988,1.637,0.017,0.008,MT
4,2,22,27.951,157.284,16,25.749,35.279,208.3,0.0793,25.745,23.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,2,21,27.951,157.284,14.5,25.769,35.277,208.4,0.0787,25.766,23.3171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,2,20,27.951,157.284,16.1,25.744,35.279,208.3,0.0795,25.74,23.3265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,2,19,27.951,157.284,43.8,21.875,35.195,229.4,0.117,21.866,24.4049,NA,NA,NA,NA,0.03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,6.693,1.694,0.023,0.016,MT
4,2,18,27.951,157.284,46.5,21.829,35.195,229.4,0.1215,21.82,24.4179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,2,17,27.951,157.284,45,21.857,35.195,229.4,0.1193,21.848,24.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,2,16,27.951,157.284,75.9,19.329,34.981,234.7,0.211,19.315,24.927,NA,NA,NA,NA,0.05,0,NA,0,0.05,NA,NA,NA,NA,NA,NA,5.698,1.817,0.027,0.012,MT
4,2,15,27.951,157.284,75.2,19.311,34.979,234.7,0.2141,19.297,24.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,2,14,27.951,157.284,100.8,18.21,34.919,229.9,0.5691,18.193,25.1635,NA,NA,NA,NA,0.07,0,NA,0,0.08,NA,NA,NA,NA,NA,NA,5.638,1.636,0.004,0.023,MT
4,2,13,27.951,157.284,105.2,18.138,34.919,228.9,0.7237,18.12,25.1815,NA,NA,NA,NA,0.08,0,NA,0.01,0.09,NA,NA,NA,NA,NA,NA,5.598,1.647,0.002,0.033,MT
4,2,12,27.951,157.284,106.3,18.121,34.917,228.8,0.7428,18.103,25.1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,2,11,27.951,157.284,127.5,17.246,34.825,218.7,0.5061,17.225,25.3273,NA,NA,NA,NA,0.22,1.85,NA,NA,0.21,NA,NA,NA,NA,NA,NA,3.263,0.555,0,0.021,MT
4,2,10,27.951,157.284,151.2,16.117,34.676,213.4,0.179,16.093,25.478,NA,NA,NA,NA,0.34,4.14,NA,NA,0.34,NA,NA,NA,NA,NA,NA,1.899,0.1,0,0.005,MT
4,2,9,27.951,157.284,177.1,15.538,34.605,212,0.0828,15.511,25.5552,NA,NA,NA,NA,0.41,5.15,NA,NA,0.41,NA,NA,NA,NA,NA,NA,1.582,0.018,0,0,MT
4,2,8,27.951,157.284,175.8,15.557,34.606,211.7,0.0834,15.53,25.5516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,2,7,27.951,157.284,177.1,15.536,34.604,212,0.0829,15.509,25.5548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,2,6,27.951,157.284,202.2,14.701,34.504,211.4,0.0465,14.671,25.6618,NA,NA,NA,NA,0.5,6.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.362,0.002,0,0,MT
4,2,5,27.951,157.284,251.9,13.073,34.333,211.2,0.0361,13.038,25.8691,NA,NA,NA,NA,0.68,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.122,0,0,0,MT
4,2,4,27.951,157.284,252.6,13.068,34.332,211.2,0.036,13.033,25.8693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,2,3,27.951,157.284,252.3,13.07,34.333,211.2,0.0361,13.035,25.8697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,2,2,27.951,157.284,505.8,7.731,34.041,150.1,0.0565,7.681,26.5677,NA,NA,NA,NA,1.83,25.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.763,0.002,0,0,MT
4,2,1,27.951,157.284,504.8,7.74,34.041,150.8,0.0558,7.69,26.5664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,21,27.95,157.286,3.9,25.952,35.272,207.5,0.0902,25.951,23.2557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,20,27.95,157.286,4.4,25.956,35.272,207.4,0.0908,25.955,23.2545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,19,27.95,157.286,15,25.548,35.282,209.5,0.0934,25.545,23.3893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,18,27.95,157.286,15.9,25.458,35.281,210,0.0936,25.455,23.4163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,17,27.95,157.286,16.3,25.321,35.275,210.8,0.0947,25.317,23.4539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,16,27.95,157.286,13.9,25.621,35.284,209.1,0.0921,25.618,23.3682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,15,27.95,157.286,14.7,25.566,35.283,209.4,0.093,25.563,23.3845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,14,27.95,157.286,15.5,25.499,35.282,209.8,0.0935,25.496,23.4045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,13,27.95,157.286,15.7,25.478,35.281,209.9,0.0935,25.475,23.4102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,12,27.95,157.286,14.9,25.555,35.282,209.5,0.0932,25.552,23.3871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,11,27.95,157.286,15.5,25.493,35.281,209.8,0.0935,25.49,23.4055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,10,27.95,157.286,15.8,25.468,35.281,210,0.0936,25.465,23.4133,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,9,27.95,157.286,45.8,21.63,35.188,229.4,0.1261,21.621,24.4678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,8,27.95,157.286,46.9,21.553,35.181,229.4,0.1325,21.544,24.4839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,7,27.95,157.286,119.5,17.895,34.906,224.1,0.9125,17.875,25.2319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,6,27.95,157.286,117.8,17.922,34.911,224.5,0.9452,17.902,25.2291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,5,27.95,157.286,117.9,17.921,34.91,224.5,0.9405,17.901,25.2286,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,4,27.95,157.286,118.7,17.912,34.909,224.3,0.9212,17.892,25.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,3,27.95,157.286,142.4,16.879,34.779,217.8,0.405,16.856,25.3797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,2,27.95,157.286,140.7,16.93,34.786,218.1,0.4074,16.907,25.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
4,3,1,27.95,157.286,175.9,15.566,34.605,211.2,0.0896,15.539,25.5489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
5,1,24,27.18,157.607,15.2,25.956,35.208,208.3,0.0587,25.953,23.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,0.29,NA,NA,0.06,0.03,NA,NA,NA,NA,MT
5,1,23,27.18,157.607,15.7,25.952,35.207,208.3,0.0586,25.949,23.2075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
5,1,22,27.18,157.607,15.5,25.954,35.208,208.3,0.0586,25.951,23.2076,NA,2007.2,2318,8.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
5,1,21,27.18,157.607,15.1,25.958,35.208,208.4,0.0587,25.955,23.2064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
5,1,20,27.18,157.607,15.2,25.957,35.208,208.4,0.0587,25.954,23.2067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT
