"cruise","station","cast","rosette","pressure"
"FK","84",1,10,250.5
"FK","84",1,9,250.2
"FK","84",1,8,251.6
"FK","84",1,7,250.7
"FK","84",1,6,250.5
"FK","84",1,5,250.2
"FK","84",1,4,250.6
"FK","84",1,3,250.2
"FK","84",1,2,250.2
"FK","84",1,1,250.3
"FK","85",1,24,24.7
"FK","85",1,23,25.3
"FK","85",1,22,25.1
"FK","85",1,21,25.4
"FK","85",1,20,25.8
"FK","85",1,19,122.3
"FK","85",1,18,122.1
"FK","85",1,17,122.2
"FK","85",1,16,121.7
"FK","85",1,15,149.7
"FK","85",1,14,149.8
"FK","85",1,13,149.6
"FK","85",1,12,149.2
"FK","85",1,11,149.6
"FK","85",1,10,250.2
"FK","85",1,9,250.8
"FK","85",1,8,249.9
"FK","85",1,7,250.3
"FK","85",1,6,250.3
"FK","85",1,5,1000.8
"FK","85",1,4,1001.1
"FK","85",1,3,1000.6
"FK","85",1,2,1000.5
"FK","85",1,1,1000.6
"FK","86",1,18,4.8
"FK","86",1,17,5
"FK","86",1,16,15.4
"FK","86",1,15,25.1
"FK","86",1,14,25
"FK","86",1,13,25
"FK","86",1,12,25.7
"FK","86",1,11,24.6
"FK","86",1,10,24.9
"FK","86",1,9,45
"FK","86",1,8,44.7
"FK","86",1,7,74.7
"FK","86",1,6,99.8
"FK","86",1,5,120.2
"FK","86",1,4,124.6
"FK","86",1,3,125.6
"FK","86",1,2,150.3
"FK","86",1,1,175.2
"MT","1",1,24,101.5
"MT","1",1,23,102.3
"MT","1",1,22,102.6
"MT","1",1,21,101.8
"MT","1",1,20,100.6
"MT","1",1,19,101.6
"MT","1",1,18,101.1
"MT","1",1,17,101.1
"MT","1",1,16,101.2
"MT","1",1,15,101.7
"MT","1",1,14,102
"MT","1",1,13,102.3
"MT","1",1,12,102.6
"MT","1",1,11,101.6
"MT","1",1,10,102
"MT","1",1,9,101.2
"MT","1",1,8,102.2
"MT","1",1,7,100.8
"MT","1",1,6,102
"MT","1",1,5,100.6
"MT","1",1,4,101.3
"MT","1",1,3,101.8
"MT","1",1,2,101.8
"MT","1",1,1,101.6
"MT","2",1,24,26.2
"MT","2",1,23,26.2
"MT","2",1,22,25.8
"MT","2",1,21,25.4
"MT","2",1,20,25.8
"MT","2",1,19,25.4
"MT","2",1,18,44.6
"MT","2",1,17,75.7
"MT","2",1,16,74.4
"MT","2",1,15,99.7
"MT","2",1,14,100.5
"MT","2",1,13,126
"MT","2",1,12,125.8
"MT","2",1,11,130.1
"MT","2",1,10,129.3
"MT","2",1,9,128.6
"MT","2",1,8,129.3
"MT","2",1,7,128.3
"MT","2",1,6,152.9
"MT","2",1,5,176.6
"MT","2",1,4,177
"MT","2",1,3,175.8
"MT","2",1,2,176
"MT","2",1,1,176.2
"MT","3",1,11,4.9
"MT","3",1,10,25.1
"MT","3",1,9,46
"MT","3",1,8,75.4
"MT","3",1,7,101.7
"MT","3",1,6,126.3
"MT","3",1,5,151.6
"MT","3",1,4,176.5
"MT","3",1,3,200.9
"MT","3",1,2,202
"MT","3",1,1,202.4
"MT","4",1,24,15.6
"MT","4",1,23,14.2
"MT","4",1,22,15.3
"MT","4",1,21,14.1
"MT","4",1,20,15
"MT","4",1,19,14.3
"MT","4",1,18,44.5
"MT","4",1,17,76
"MT","4",1,16,75.7
"MT","4",1,15,100.8
"MT","4",1,14,100.8
"MT","4",1,13,101
"MT","4",1,12,102.3
"MT","4",1,11,99.7
"MT","4",1,10,100.3
"MT","4",1,9,101.6
"MT","4",1,8,125.9
"MT","4",1,7,125.5
"MT","4",1,6,151.1
"MT","4",1,5,176.6
"MT","4",1,4,174.4
"MT","4",1,3,174.6
"MT","4",1,2,174.5
"MT","4",1,1,174.4
"MT","4",2,24,5.2
"MT","4",2,23,16.3
"MT","4",2,22,16
"MT","4",2,21,14.5
"MT","4",2,20,16.1
"MT","4",2,19,43.8
"MT","4",2,18,46.5
"MT","4",2,17,45
"MT","4",2,16,75.9
"MT","4",2,15,75.2
"MT","4",2,14,100.8
"MT","4",2,13,105.2
"MT","4",2,12,106.3
"MT","4",2,11,127.5
"MT","4",2,10,151.2
"MT","4",2,9,177.1
"MT","4",2,8,175.8
"MT","4",2,7,177.1
"MT","4",2,6,202.2
"MT","4",2,5,251.9
"MT","4",2,4,252.6
"MT","4",2,3,252.3
"MT","4",2,2,505.8
"MT","4",2,1,504.8
"MT","4",3,21,3.9
"MT","4",3,20,4.4
"MT","4",3,19,15
"MT","4",3,18,15.9
"MT","4",3,17,16.3
"MT","4",3,16,13.9
"MT","4",3,15,14.7
"MT","4",3,14,15.5
"MT","4",3,13,15.7
"MT","4",3,12,14.9
"MT","4",3,11,15.5
"MT","4",3,10,15.8
"MT","4",3,9,45.8
"MT","4",3,8,46.9
"MT","4",3,7,119.5
"MT","4",3,6,117.8
"MT","4",3,5,117.9
"MT","4",3,4,118.7
"MT","4",3,3,142.4
"MT","4",3,2,140.7
"MT","4",3,1,175.9
"MT","5",1,24,15.2
"MT","5",1,23,15.7
"MT","5",1,22,15.5
"MT","5",1,21,15.1
"MT","5",1,20,15.2
"MT","5",1,19,14.7
"MT","5",1,18,46.4
"MT","5",1,17,76.1
"MT","5",1,16,76
"MT","5",1,15,100.3
"MT","5",1,14,100.6
"MT","5",1,13,122.6
"MT","5",1,12,122.2
"MT","5",1,11,122.5
"MT","5",1,10,122.4
"MT","5",1,9,123.4
"MT","5",1,8,126
"MT","5",1,7,125.5
"MT","5",1,6,151.2
"MT","5",1,5,177.8
"MT","5",1,4,176.6
"MT","5",1,3,175.8
"MT","5",1,2,176.3
"MT","5",1,1,176.6
"MT","5",2,24,6.1
"MT","5",2,23,15.4
"MT","5",2,22,15.2
"MT","5",2,21,15.8
"MT","5",2,20,45.7
"MT","5",2,19,48.7
"MT","5",2,18,48.1
"MT","5",2,17,74.3
"MT","5",2,16,100.6
"MT","5",2,15,115.8
"MT","5",2,14,115.8
"MT","5",2,13,115.7
"MT","5",2,12,125.1
"MT","5",2,11,135.7
"MT","5",2,10,135.4
"MT","5",2,9,148.4
"MT","5",2,8,175.3
"MT","5",2,7,174.8
"MT","5",2,6,175.2
"MT","5",2,5,200
"MT","5",2,4,251.6
"MT","5",2,3,250.2
"MT","5",2,2,250.1
"MT","5",2,1,501.1
"MT","6",1,24,5.5
"MT","6",1,23,15.8
"MT","6",1,22,15.2
"MT","6",1,21,14.7
"MT","6",1,20,15.3
"MT","6",1,19,15.1
"MT","6",1,18,15.3
"MT","6",1,17,14.8
"MT","6",1,16,15.4
"MT","6",1,15,15.1
"MT","6",1,14,15.3
"MT","6",1,13,44.9
"MT","6",1,12,74.6
"MT","6",1,11,99.8
"MT","6",1,10,125.7
"MT","6",1,9,125.7
"MT","6",1,8,125.1
"MT","6",1,7,149.7
"MT","6",1,6,175.1
"MT","6",1,5,175.9
"MT","6",1,4,200.3
"MT","6",1,3,250.4
"MT","6",1,2,501.4
"MT","6",1,1,499.2
"MT","6",2,24,130.6
"MT","6",2,23,150.5
"MT","6",2,22,150.2
"MT","6",2,21,151.8
"MT","6",2,20,151.2
"MT","6",2,19,149.9
"MT","6",2,18,151.7
"MT","6",2,17,152
"MT","6",2,16,152.2
"MT","6",2,15,151.2
"MT","6",2,14,150.3
"MT","6",2,13,151.8
"MT","6",2,12,151.2
"MT","6",2,11,150.2
"MT","6",2,10,151.4
"MT","6",2,9,150.8
"MT","6",2,8,150.5
"MT","6",2,7,151.2
"MT","6",2,6,151
"MT","6",2,5,151.4
"MT","6",2,4,151.6
"MT","6",2,3,151.6
"MT","6",2,2,151.8
"MT","6",2,1,151.7
"MT","6",3,24,15
"MT","6",3,23,14.5
"MT","6",3,22,14.3
"MT","6",3,21,15.2
"MT","6",3,20,15.2
"MT","6",3,19,15.7
"MT","6",3,18,45.8
"MT","6",3,17,75.2
"MT","6",3,16,75.6
"MT","6",3,15,98.5
"MT","6",3,14,99.6
"MT","6",3,13,118.7
"MT","6",3,12,118.8
"MT","6",3,11,118.3
"MT","6",3,10,118.6
"MT","6",3,9,118.5
"MT","6",3,8,124.4
"MT","6",3,7,124.7
"MT","6",3,6,151
"MT","6",3,5,175.5
"MT","6",3,4,175.7
"MT","6",3,3,176.5
"MT","6",3,2,175.8
"MT","6",3,1,175.1
"MT","7",1,24,15.8
"MT","7",1,23,16.2
"MT","7",1,22,15.5
"MT","7",1,21,15.9
"MT","7",1,20,15.7
"MT","7",1,19,14.5
"MT","7",1,18,44.3
"MT","7",1,17,76
"MT","7",1,16,76.3
"MT","7",1,15,101.1
"MT","7",1,14,101.4
"MT","7",1,13,124.6
"MT","7",1,12,124.8
"MT","7",1,11,132.9
"MT","7",1,10,132.9
"MT","7",1,9,133.5
"MT","7",1,8,133.4
"MT","7",1,7,132.7
"MT","7",1,6,148.8
"MT","7",1,5,175.8
"MT","7",1,4,176.1
"MT","7",1,3,176.3
"MT","7",1,2,176.1
"MT","7",1,1,175.7
"MT","7",2,15,4.9
"MT","7",2,14,5
"MT","7",2,13,15.3
"MT","7",2,12,15.3
"MT","7",2,11,14.7
"MT","7",2,10,14.9
"MT","7",2,9,15.2
"MT","7",2,8,15.3
"MT","7",2,7,15.3
"MT","7",2,6,15.5
"MT","7",2,5,15.3
"MT","7",2,4,45.7
"MT","7",2,3,45.3
"MT","7",2,2,139.9
"MT","7",2,1,200.8
"MT","7",3,24,5.8
"MT","7",3,23,15.8
"MT","7",3,22,15.2
"MT","7",3,21,15.3
"MT","7",3,20,44.5
"MT","7",3,19,52.2
"MT","7",3,18,52.2
"MT","7",3,17,76.1
"MT","7",3,16,99.7
"MT","7",3,15,124.9
"MT","7",3,14,125.7
"MT","7",3,13,125.7
"MT","7",3,12,125.5
"MT","7",3,11,146.1
"MT","7",3,10,145.8
"MT","7",3,9,151
"MT","7",3,8,175.2
"MT","7",3,7,175.7
"MT","7",3,6,176.4
"MT","7",3,5,200.8
"MT","7",3,4,250
"MT","7",3,3,250.4
"MT","7",3,2,250.6
"MT","7",3,1,501
"MT","8",1,24,16.4
"MT","8",1,23,15.9
"MT","8",1,22,15.8
"MT","8",1,21,15.1
"MT","8",1,20,16.1
"MT","8",1,19,15.1
"MT","8",1,18,45.8
"MT","8",1,17,75
"MT","8",1,16,75.1
"MT","8",1,15,100.5
"MT","8",1,14,99.8
"MT","8",1,13,122.2
"MT","8",1,12,122.9
"MT","8",1,11,122.5
"MT","8",1,10,122.5
"MT","8",1,9,123.1
"MT","8",1,8,124.6
"MT","8",1,7,123.8
"MT","8",1,6,150.5
"MT","8",1,5,175.8
"MT","8",1,4,175.6
"MT","8",1,3,176
"MT","8",1,2,176.7
"MT","8",1,1,176
"MT","8",2,24,5.1
"MT","8",2,23,14.7
"MT","8",2,22,15.6
"MT","8",2,21,14.9
"MT","8",2,20,15.3
"MT","8",2,19,15.2
"MT","8",2,18,14.6
"MT","8",2,17,15.7
"MT","8",2,16,15.7
"MT","8",2,15,15.1
"MT","8",2,14,15.5
"MT","8",2,13,45.4
"MT","8",2,12,75
"MT","8",2,11,100.4
"MT","8",2,10,110.6
"MT","8",2,9,110.3
"MT","8",2,8,124.6
"MT","8",2,7,150
"MT","8",2,6,176.2
"MT","8",2,5,176.7
"MT","8",2,4,200.2
"MT","8",2,3,250.3
"MT","8",2,2,499.7
"MT","8",2,1,500.3
"MT","9",1,10,15.1
"MT","9",1,9,14.8
"MT","9",1,8,15.1
"MT","9",1,7,15.4
"MT","9",1,6,14.7
"MT","9",1,5,15.6
"MT","9",1,4,15.3
"MT","9",1,3,15.1
"MT","9",1,2,15.2
"MT","9",1,1,15.5
"MT","9",2,24,15.9
"MT","9",2,23,14.5
"MT","9",2,22,14.5
"MT","9",2,21,15.5
"MT","9",2,20,15.1
"MT","9",2,19,15.5
"MT","9",2,18,45.9
"MT","9",2,17,75.4
"MT","9",2,16,74.5
"MT","9",2,15,99.6
"MT","9",2,14,101.2
"MT","9",2,13,109.6
"MT","9",2,12,110.4
"MT","9",2,11,110
"MT","9",2,10,110.6
"MT","9",2,9,111
"MT","9",2,8,125.5
"MT","9",2,7,125.2
"MT","9",2,6,150.7
"MT","9",2,5,174.8
"MT","9",2,4,175.1
"MT","9",2,3,175.2
"MT","9",2,2,175.5
"MT","9",2,1,175.8
"MT","9",3,24,5.7
"MT","9",3,23,15.5
"MT","9",3,22,15.4
"MT","9",3,21,15.6
"MT","9",3,20,44.3
"MT","9",3,19,48.5
"MT","9",3,18,48.5
"MT","9",3,17,75.9
"MT","9",3,16,100.6
"MT","9",3,15,111.8
"MT","9",3,14,110.6
"MT","9",3,13,111.1
"MT","9",3,12,124.6
"MT","9",3,11,131.4
"MT","9",3,10,130.2
"MT","9",3,9,150.8
"MT","9",3,8,175.1
"MT","9",3,7,175.3
"MT","9",3,6,175.4
"MT","9",3,5,199.4
"MT","9",3,4,251.7
"MT","9",3,3,251.4
"MT","9",3,2,251.4
"MT","9",3,1,500.7
"MT","10",1,24,4.1
"MT","10",1,23,14.8
"MT","10",1,22,15.1
"MT","10",1,21,15
"MT","10",1,20,15.1
"MT","10",1,19,15.7
"MT","10",1,18,15.6
"MT","10",1,17,15.9
"MT","10",1,16,15.2
"MT","10",1,15,15.2
"MT","10",1,14,45
"MT","10",1,13,74.5
"MT","10",1,12,99.1
"MT","10",1,11,123.5
"MT","10",1,10,123.7
"MT","10",1,9,123.5
"MT","10",1,8,124.7
"MT","10",1,7,149.9
"MT","10",1,6,175.2
"MT","10",1,5,175.5
"MT","10",1,4,200.4
"MT","10",1,3,250.9
"MT","10",1,2,501
"MT","10",1,1,502.4
"MT","10",2,24,16
"MT","10",2,23,16.6
"MT","10",2,22,16.5
"MT","10",2,21,16.4
"MT","10",2,20,15.8
"MT","10",2,19,16.3
"MT","10",2,18,45
"MT","10",2,17,75.9
"MT","10",2,16,75.3
"MT","10",2,15,100.4
"MT","10",2,14,100.5
"MT","10",2,13,110.4
"MT","10",2,12,110
"MT","10",2,11,110.5
"MT","10",2,10,110.5
"MT","10",2,9,110.5
"MT","10",2,8,124.3
"MT","10",2,7,125
"MT","10",2,6,149.3
"MT","10",2,5,175.6
"MT","10",2,4,175.5
"MT","10",2,3,175
"MT","10",2,2,175.6
"MT","10",2,1,176.9
"MT","11",1,24,5.5
"MT","11",1,23,15
"MT","11",1,22,15.4
"MT","11",1,21,15.4
"MT","11",1,20,46
"MT","11",1,19,52.6
"MT","11",1,18,51.8
"MT","11",1,17,76.3
"MT","11",1,16,100.8
"MT","11",1,15,108.9
"MT","11",1,14,109.3
"MT","11",1,13,108.2
"MT","11",1,12,126
"MT","11",1,11,130.6
"MT","11",1,10,130.8
"MT","11",1,9,150.6
"MT","11",1,8,175
"MT","11",1,7,174.9
"MT","11",1,6,175.1
"MT","11",1,5,200.4
"MT","11",1,4,249.7
"MT","11",1,3,248.8
"MT","11",1,2,248.4
"MT","11",1,1,499.5
"MT","11",2,24,15.9
"MT","11",2,23,15.8
"MT","11",2,22,15.7
"MT","11",2,21,16.2
"MT","11",2,20,16
"MT","11",2,19,46
"MT","11",2,18,75.9
"MT","11",2,17,74.8
"MT","11",2,16,76.4
"MT","11",2,15,99.3
"MT","11",2,14,100.6
"MT","11",2,13,110.7
"MT","11",2,12,110.3
"MT","11",2,11,110.7
"MT","11",2,10,111
"MT","11",2,9,110.6
"MT","11",2,8,125
"MT","11",2,7,125
"MT","11",2,6,150.3
"MT","11",2,5,175.8
"MT","11",2,4,175.9
"MT","11",2,3,175.1
"MT","11",2,2,176
"MT","11",2,1,175.9
"MT","11",3,24,5.3
"MT","11",3,23,4.6
"MT","11",3,22,15.7
"MT","11",3,21,13.6
"MT","11",3,20,15
"MT","11",3,19,14.4
"MT","11",3,18,14.9
"MT","11",3,17,14.6
"MT","11",3,16,14.7
"MT","11",3,15,14.9
"MT","11",3,14,14.7
"MT","11",3,13,14.8
"MT","11",3,12,14.3
"MT","11",3,11,15.1
"MT","11",3,10,14
"MT","11",3,9,14.7
"MT","11",3,8,15.2
"MT","11",3,7,15.1
"MT","11",3,6,15.2
"MT","11",3,5,14.1
"MT","11",3,4,13.6
"MT","11",3,3,44.8
"MT","11",3,2,46.2
"MT","11",3,1,96
"MT","12",1,24,16
"MT","12",1,23,15.2
"MT","12",1,22,15.8
"MT","12",1,21,15.6
"MT","12",1,20,15.3
"MT","12",1,19,15.4
"MT","12",1,18,46.1
"MT","12",1,17,75.4
"MT","12",1,16,75.7
"MT","12",1,15,100.8
"MT","12",1,14,99.8
"MT","12",1,13,103.2
"MT","12",1,12,103.6
"MT","12",1,11,103.9
"MT","12",1,10,103.5
"MT","12",1,9,102.3
"MT","12",1,8,126
"MT","12",1,7,125.7
"MT","12",1,6,150.4
"MT","12",1,5,175.2
"MT","12",1,4,175.2
"MT","12",1,3,175.4
"MT","12",1,2,175.6
"MT","12",1,1,175.2
"MT","12",2,20,5.3
"MT","12",2,19,14.5
"MT","12",2,18,15
"MT","12",2,17,14.5
"MT","12",2,16,44.9
"MT","12",2,15,75
"MT","12",2,14,75
"MT","12",2,13,98
"MT","12",2,12,98.3
"MT","12",2,11,98.4
"MT","12",2,10,100.5
"MT","12",2,9,126.4
"MT","12",2,8,150.2
"MT","12",2,7,175.6
"MT","12",2,6,175
"MT","12",2,5,175.4
"MT","12",2,4,199.8
"MT","12",2,3,250.1
"MT","12",2,2,499.9
"MT","12",2,1,499.9
"MT","13",1,24,6.1
"MT","13",1,23,14.6
"MT","13",1,22,14.4
"MT","13",1,21,15.6
"MT","13",1,20,15.9
"MT","13",1,19,15.1
"MT","13",1,18,16.3
"MT","13",1,17,15.2
"MT","13",1,16,15.3
"MT","13",1,15,14.5
"MT","13",1,14,15.7
"MT","13",1,13,15.1
"MT","13",1,12,15.3
"MT","13",1,11,14.2
"MT","13",1,10,46
"MT","13",1,9,75.3
"MT","13",1,8,101.9
"MT","13",1,7,104.1
"MT","13",1,6,125.1
"MT","13",1,5,150.7
"MT","13",1,4,174.4
"MT","13",1,3,201.4
"MT","13",1,2,249.3
"MT","13",1,1,499.6
"MT","13",2,24,15.2
"MT","13",2,23,16.1
"MT","13",2,22,44
"MT","13",2,21,75.3
"MT","13",2,20,75.8
"MT","13",2,19,102
"MT","13",2,18,101.9
"MT","13",2,17,101.8
"MT","13",2,16,101.2
"MT","13",2,15,101
"MT","13",2,14,101.2
"MT","13",2,13,110
"MT","13",2,12,109.1
"MT","13",2,11,109.6
"MT","13",2,10,109.3
"MT","13",2,9,110.3
"MT","13",2,8,123.7
"MT","13",2,7,122.5
"MT","13",2,6,154.6
"MT","13",2,5,172.6
"MT","13",2,4,174.7
"MT","13",2,3,175.3
"MT","13",2,2,174.5
"MT","13",2,1,174.7
"MT","13",3,24,15.7
"MT","13",3,23,13.4
"MT","13",3,22,14.8
"MT","13",3,21,14.6
"MT","13",3,20,15.7
"MT","13",3,19,15.3
"MT","13",3,18,15.4
"MT","13",3,17,15.4
"MT","13",3,16,15
"MT","13",3,15,14.6
"MT","13",3,14,15.3
"MT","13",3,13,15.1
"MT","13",3,12,15.3
"MT","13",3,11,15.7
"MT","13",3,10,15.2
"MT","13",3,9,15.7
"MT","13",3,8,15.2
"MT","13",3,7,15.3
"MT","13",3,6,15.2
"MT","13",3,5,15
"MT","13",3,4,13.8
"MT","13",3,3,14.7
"MT","13",3,2,15
"MT","13",3,1,15.3
"MT","14",1,18,3.9
"MT","14",1,17,14.4
"MT","14",1,16,14.1
"MT","14",1,15,14.1
"MT","14",1,14,45.3
"MT","14",1,13,75.9
"MT","14",1,12,100.4
"MT","14",1,11,104.8
"MT","14",1,10,105.5
"MT","14",1,9,104.8
"MT","14",1,8,125.4
"MT","14",1,7,149.2
"MT","14",1,6,175.1
"MT","14",1,5,174.9
"MT","14",1,4,200
"MT","14",1,3,250.1
"MT","14",1,2,500.5
"MT","14",1,1,500.7
"MT","14",2,24,15.8
"MT","14",2,23,15.3
"MT","14",2,22,15.3
"MT","14",2,21,15
"MT","14",2,20,15
"MT","14",2,19,15.3
"MT","14",2,18,45.5
"MT","14",2,17,75
"MT","14",2,16,76
"MT","14",2,15,101.3
"MT","14",2,14,101.1
"MT","14",2,13,105.5
"MT","14",2,12,105.1
"MT","14",2,11,105.3
"MT","14",2,10,105.5
"MT","14",2,9,104.9
"MT","14",2,8,124.7
"MT","14",2,7,125.7
"MT","14",2,6,150.3
"MT","14",2,5,175.2
"MT","14",2,4,175.5
"MT","14",2,3,175.8
"MT","14",2,2,175.2
"MT","14",2,1,175.6
"MC","15",1,4,15.4
"MC","15",1,3,15.1
"MC","15",1,2,111.7
"MC","15",1,1,111.7
"MC","15",2,24,83.7
"MC","15",2,23,88.7
"MC","15",2,22,93.3
"MC","15",2,21,98.8
"MC","15",2,20,103.5
"MC","15",2,19,108.6
"MC","15",2,18,112.3
"MC","15",2,17,112.2
"MC","15",2,16,112.3
"MC","15",2,15,112.7
"MC","15",2,14,112.2
"MC","15",2,13,112.5
"MC","15",2,12,112.4
"MC","15",2,11,112.1
"MC","15",2,10,112.7
"MC","15",2,9,112.6
"MC","15",2,8,118.5
"MC","15",2,7,122.6
"MC","15",2,6,127.6
"MC","15",2,5,132.9
"MC","15",2,4,137.8
"MC","15",2,3,143.2
"MC","15",2,2,148.2
"MC","15",2,1,151.9
"MC","15",3,24,15.5
"MC","15",3,23,15.7
"MC","15",3,22,14.8
"MC","15",3,21,15.7
"MC","15",3,20,15.8
"MC","15",3,19,15.5
"MC","15",3,18,15.6
"MC","15",3,17,15.6
"MC","15",3,16,15.3
"MC","15",3,15,75.1
"MC","15",3,14,80.1
"MC","15",3,13,85.5
"MC","15",3,12,90.5
"MC","15",3,11,95.3
"MC","15",3,10,99.9
"MC","15",3,9,105.1
"MC","15",3,8,110.5
"MC","15",3,7,115.2
"MC","15",3,6,120.3
"MC","15",3,5,125.3
"MC","15",3,4,130.4
"MC","15",3,3,135.6
"MC","15",3,2,140.4
"MC","15",3,1,145.9
"MC","L1",1,24,20.4
"MC","L1",1,23,19.9
"MC","L1",1,22,20.4
"MC","L1",1,21,40.5
"MC","L1",1,20,40.2
"MC","L1",1,19,40.6
"MC","L1",1,18,60
"MC","L1",1,17,60.4
"MC","L1",1,16,60.2
"MC","L1",1,15,80.2
"MC","L1",1,14,80.1
"MC","L1",1,13,79.4
"MC","L1",1,12,99.4
"MC","L1",1,11,98.9
"MC","L1",1,10,99.1
"MC","L1",1,9,120.1
"MC","L1",1,8,119.7
"MC","L1",1,7,120.2
"MC","L1",1,6,139.9
"MC","L1",1,5,139.9
"MC","L1",1,4,160.3
"MC","L1",1,3,161
"MC","L1",1,2,180.8
"MC","L1",1,1,179.9
"MC","L1",2,24,25.4
"MC","L1",2,23,25.6
"MC","L1",2,22,25.5
"MC","L1",2,21,25.6
"MC","L1",2,20,25.2
"MC","L1",2,19,25.3
"MC","L1",2,18,24.7
"MC","L1",2,17,24.9
"MC","L1",2,16,25.2
"MC","L1",2,15,25.1
"MC","L1",2,14,25.4
"MC","L1",2,13,25.2
"MC","L1",2,12,100.2
"MC","L1",2,11,100.4
"MC","L1",2,10,100.2
"MC","L1",2,9,100.1
"MC","L1",2,8,100.1
"MC","L1",2,7,100.4
"MC","L1",2,6,100.1
"MC","L1",2,5,100.6
"MC","L1",2,4,100.2
"MC","L1",2,3,100.8
"MC","L1",2,2,100.3
"MC","L1",2,1,100.2
"MC","L1",3,23,5.2
"MC","L1",3,22,4.8
"MC","L1",3,21,4.8
"MC","L1",3,20,25.2
"MC","L1",3,19,25.4
"MC","L1",3,18,25.6
"MC","L1",3,17,44.7
"MC","L1",3,16,44.4
"MC","L1",3,15,45.2
"MC","L1",3,14,75.2
"MC","L1",3,13,74.7
"MC","L1",3,12,74.5
"MC","L1",3,11,99.9
"MC","L1",3,10,100
"MC","L1",3,9,99.9
"MC","L1",3,8,107.5
"MC","L1",3,7,106.9
"MC","L1",3,6,107.5
"MC","L1",3,5,125
"MC","L1",3,4,125.1
"MC","L1",3,3,125.2
"MC","L1",3,2,151
"MC","L1",3,1,174.7
"MC","L1",4,15,14.8
"MC","L1",4,14,14.8
"MC","L1",4,13,14.9
"MC","L1",4,12,14.8
"MC","L1",4,11,14.4
"MC","L1",4,10,14.1
"MC","L1",4,9,14.2
"MC","L1",4,8,15
"MC","L1",4,7,101.1
"MC","L1",4,6,101.1
"MC","L1",4,5,101.3
"MC","L1",4,4,102
"MC","L1",4,3,101.6
"MC","L1",4,2,101.6
"MC","L1",4,1,101.3
"MC","L1",5,12,14.9
"MC","L1",5,11,14.2
"MC","L1",5,10,14.7
"MC","L1",5,9,15.1
"MC","L1",5,8,14.7
"MC","L1",5,7,14.9
"MC","L1",5,6,700.1
"MC","L1",5,5,699.4
"MC","L1",5,4,699.4
"MC","L1",5,3,699.7
"MC","L1",5,2,699.5
"MC","L1",5,1,699.5
"MC","L1",6,23,5.7
"MC","L1",6,22,14.5
"MC","L1",6,21,15
"MC","L1",6,20,14.6
"MC","L1",6,19,15.2
"MC","L1",6,18,15.4
"MC","L1",6,17,14.8
"MC","L1",6,16,44.6
"MC","L1",6,15,75.2
"MC","L1",6,14,100.2
"MC","L1",6,13,109.4
"MC","L1",6,12,109.4
"MC","L1",6,11,109.2
"MC","L1",6,10,109
"MC","L1",6,9,109.4
"MC","L1",6,8,108.6
"MC","L1",6,7,108.4
"MC","L1",6,6,109.3
"MC","L1",6,5,124.2
"MC","L1",6,4,150.1
"MC","L1",6,3,175.5
"MC","L1",6,2,250
"MC","L1",6,1,400.5
"MC","L1",7,24,15
"MC","L1",7,23,14.9
"MC","L1",7,22,14.9
"MC","L1",7,21,15
"MC","L1",7,20,14.3
"MC","L1",7,19,15
"MC","L1",7,18,14.9
"MC","L1",7,17,14.3
"MC","L1",7,16,15.4
"MC","L1",7,15,15.1
"MC","L1",7,14,14.2
"MC","L1",7,13,14.8
"MC","L1",7,12,14.7
"MC","L1",7,11,15.2
"MC","L1",7,10,15.3
"MC","L1",7,9,15.1
"MC","L1",7,8,15.2
"MC","L1",7,7,15.5
"MC","L1",7,6,14.6
"MC","L1",7,5,15.4
"MC","L1",7,4,15.1
"MC","L1",7,3,14.6
"MC","L1",7,2,14.8
"MC","L1",7,1,14.8
"MC","L1",8,24,14.8
"MC","L1",8,23,14.6
"MC","L1",8,22,14.9
"MC","L1",8,21,14.6
"MC","L1",8,20,15.2
"MC","L1",8,19,14.8
"MC","L1",8,18,15
"MC","L1",8,17,14.9
"MC","L1",8,16,14.8
"MC","L1",8,15,14.4
"MC","L1",8,14,14.7
"MC","L1",8,13,14.7
"MC","L1",8,12,14.2
"MC","L1",8,11,15.2
"MC","L1",8,10,14.8
"MC","L1",8,9,14.6
"MC","L1",8,8,15.2
"MC","L1",8,7,14.8
"MC","L1",8,6,15.2
"MC","L1",8,5,15.2
"MC","L1",8,4,15.1
"MC","L1",8,3,14.6
"MC","L1",8,2,15
"MC","L1",8,1,14.9
"MC","L1",9,23,5.5
"MC","L1",9,22,15.1
"MC","L1",9,21,15.4
"MC","L1",9,20,15
"MC","L1",9,19,15.2
"MC","L1",9,18,14.6
"MC","L1",9,17,14.8
"MC","L1",9,16,14.8
"MC","L1",9,15,14.4
"MC","L1",9,14,14.6
"MC","L1",9,13,15
"MC","L1",9,12,14.8
"MC","L1",9,11,14.4
"MC","L1",9,10,14.4
"MC","L1",9,9,15.1
"MC","L1",9,8,14.8
"MC","L1",9,7,101.1
"MC","L1",9,6,102.4
"MC","L1",9,5,101.8
"MC","L1",9,4,102
"MC","L1",9,3,101.5
"MC","L1",9,2,101.4
"MC","L1",9,1,102.2
"MC","L1",10,23,15.3
"MC","L1",10,22,14.9
"MC","L1",10,21,14.8
"MC","L1",10,20,14.9
"MC","L1",10,19,15.4
"MC","L1",10,18,14.9
