"cruise","station","cast","rosette","pressure","temp","sal","theta","dic","alk","ph","oxy_um","het_abund","pro_abund","syn_abund","euk_abund"
"MC","L1",32,4,133.3,16.577,34.706,16.555,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",32,3,137.7,16.426,34.685,16.404,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",32,2,142.9,16.221,34.658,16.198,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",32,1,148.1,15.99,34.628,15.967,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",33,24,73.6,21.108,35.094,21.094,NA,NA,NA,NA,4.491,1.73,0.015,0.01
"MC","L1",33,23,79.2,20.127,35.046,20.112,NA,NA,NA,NA,4.537,1.699,0.014,0.012
"MC","L1",33,22,85.1,19.801,35.027,19.785,NA,NA,NA,NA,4.481,1.682,0.014,0.013
"MC","L1",33,21,89.1,19.552,35.012,19.536,NA,NA,NA,NA,4.44,1.661,0.013,0.015
"MC","L1",33,20,94.6,19.023,34.982,19.006,NA,NA,NA,NA,4.537,1.45,0.013,0.015
"MC","L1",33,19,99.7,18.735,34.959,18.717,NA,NA,NA,NA,4.723,1.293,0.013,0.021
"MC","L1",33,18,103.5,18.396,34.929,18.378,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",33,17,103.7,18.391,34.929,18.373,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",33,16,103.5,18.395,34.929,18.377,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",33,15,103.2,18.402,34.93,18.384,NA,NA,NA,NA,4.722,0.978,0.01,0.029
"MC","L1",33,14,109,18.023,34.887,18.004,NA,NA,NA,NA,4.397,0.719,0.003,0.048
"MC","L1",33,13,114.1,17.713,34.851,17.694,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",33,12,114.8,17.703,34.85,17.684,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",33,11,114.5,17.708,34.851,17.689,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",33,10,114.3,17.71,34.851,17.691,NA,NA,NA,NA,4.145,0.634,0.002,0.041
"MC","L1",33,9,119,17.366,34.81,17.346,NA,NA,NA,NA,3.405,0.533,0.001,0.03
"MC","L1",33,8,124.4,17.216,34.788,17.195,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",33,7,124.3,17.217,34.788,17.196,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",33,6,124.8,17.21,34.787,17.189,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",33,5,125,17.204,34.786,17.183,NA,NA,NA,NA,3.116,0.501,0,0.025
"MC","L1",33,4,129.6,16.849,34.742,16.828,NA,NA,NA,NA,2.747,0.406,0,0.019
"MC","L1",33,3,133.5,16.635,34.713,16.613,NA,NA,NA,NA,2.494,0.367,0,0.014
"MC","L1",33,2,139.1,16.465,34.69,16.443,NA,NA,NA,NA,2.317,0.302,0,0.011
"MC","L1",33,1,144.5,16.242,34.659,16.219,NA,NA,NA,NA,2.171,0.222,0,0.009
"MC","L2",1,21,92.6,22.867,35.193,22.848,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,20,99.8,22.636,35.198,22.616,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,19,102.5,22.55,35.2,22.529,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,18,103.7,22.525,35.202,22.504,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,17,102.4,22.551,35.2,22.53,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,16,103.6,22.526,35.202,22.505,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,15,109.2,22.354,35.204,22.332,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,14,113.3,22.243,35.208,22.22,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,13,113.5,22.234,35.209,22.211,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,12,113.3,22.243,35.208,22.22,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,11,112.8,22.254,35.208,22.232,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,10,117.7,22.102,35.21,22.079,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,9,123.5,21.778,35.233,21.754,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,8,128.1,21.527,35.248,21.502,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,7,133.7,21.327,35.253,21.301,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,6,138.5,21.286,35.254,21.259,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,5,143.2,21.222,35.256,21.194,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,4,147.7,21.075,35.256,21.047,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,3,153.2,20.953,35.256,20.924,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,2,158.5,20.845,35.255,20.815,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",1,1,163.8,20.749,35.253,20.718,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",2,24,94.2,22.788,35.193,22.769,NA,NA,NA,NA,4.75,2.391,0.011,0.006
"MC","L2",2,23,97.9,22.688,35.195,22.668,NA,NA,NA,NA,4.533,2.175,0.011,0.008
"MC","L2",2,22,103.6,22.533,35.201,22.512,NA,NA,NA,NA,4.435,1.917,0.008,0.012
"MC","L2",2,21,108.4,22.375,35.205,22.353,NA,NA,NA,NA,4.483,1.638,0.005,0.013
"MC","L2",2,20,113.4,22.231,35.207,22.208,NA,NA,NA,NA,4.396,1.223,0.002,0.016
"MC","L2",2,19,118.6,21.876,35.219,21.853,NA,NA,NA,NA,4.277,0.857,0,0.027
"MC","L2",2,18,123.4,21.594,35.244,21.57,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",2,17,123.3,21.594,35.244,21.57,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",2,16,123.5,21.593,35.244,21.569,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",2,15,123.7,21.591,35.245,21.567,NA,NA,NA,NA,3.753,0.581,0,0.022
"MC","L2",2,14,128.1,21.273,35.255,21.248,NA,NA,NA,NA,3.558,0.417,0,0.019
"MC","L2",2,13,132.9,21.223,35.256,21.197,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",2,12,132.7,21.225,35.256,21.199,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",2,11,133.2,21.221,35.256,21.195,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",2,10,133,21.222,35.256,21.196,NA,NA,NA,NA,3.718,0.421,0.001,0.015
"MC","L2",2,9,138.5,21.085,35.256,21.058,NA,NA,NA,NA,3.702,0.347,0,0.016
"MC","L2",2,8,142.9,21.007,35.256,20.98,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",2,7,143,21.006,35.256,20.979,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",2,6,142.8,21.009,35.256,20.982,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",2,5,142.7,21.009,35.256,20.982,NA,NA,NA,NA,3.484,0.285,0.001,0.012
"MC","L2",2,4,148.6,20.899,35.256,20.871,NA,NA,NA,NA,3.219,0.184,0,0.009
"MC","L2",2,3,152.6,20.83,35.254,20.801,NA,NA,NA,NA,3.196,0.139,0,0.007
"MC","L2",2,2,158,20.74,35.253,20.71,NA,NA,NA,NA,2.927,0.078,0,0.003
"MC","L2",2,1,163.3,20.692,35.251,20.661,NA,NA,NA,NA,2.83,0.059,0,0.003
"MC","L2",3,24,4.2,26.237,35.223,26.236,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,23,4.7,26.233,35.223,26.232,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,22,4.9,26.232,35.223,26.231,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,21,4.6,26.234,35.223,26.233,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,20,3.9,26.238,35.223,26.237,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,19,4.2,26.237,35.223,26.236,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,18,5.4,26.231,35.222,26.23,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,17,4.5,26.234,35.223,26.233,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,16,3.9,26.238,35.223,26.237,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,15,5.1,26.231,35.223,26.23,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,14,4.3,26.236,35.223,26.235,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,13,4.6,26.234,35.223,26.233,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,12,4.7,26.233,35.223,26.232,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,11,4.5,26.234,35.223,26.233,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,10,5,26.231,35.223,26.23,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,9,4.7,26.233,35.223,26.232,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,8,4.8,26.232,35.223,26.231,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,7,4.6,26.234,35.223,26.233,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,6,5.2,26.231,35.223,26.23,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,5,4.7,26.233,35.223,26.232,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,4,4.1,26.237,35.223,26.236,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,3,4.7,26.233,35.223,26.232,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,2,4.5,26.235,35.223,26.234,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",3,1,4.6,26.234,35.223,26.233,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,24,25.2,25.864,35.207,25.858,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,23,25.4,25.864,35.207,25.858,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,22,25,25.865,35.207,25.859,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,21,24.7,25.868,35.207,25.863,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,20,24.7,25.868,35.207,25.863,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,19,24.9,25.866,35.207,25.86,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,18,25.1,25.865,35.207,25.859,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,17,25.2,25.864,35.207,25.858,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,16,25.7,25.863,35.206,25.857,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,15,25.7,25.863,35.206,25.857,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,14,25.6,25.863,35.206,25.857,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,13,25.9,25.862,35.206,25.856,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,12,99.9,22.801,35.193,22.781,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,11,100,22.799,35.193,22.779,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,10,100.2,22.797,35.193,22.777,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,9,100.2,22.797,35.193,22.777,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,8,99.8,22.802,35.193,22.782,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,7,100.4,22.794,35.193,22.774,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,6,100.7,22.79,35.193,22.77,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,5,101,22.786,35.193,22.766,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,4,100.9,22.787,35.193,22.767,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,3,100.8,22.789,35.193,22.769,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,2,100.4,22.795,35.193,22.775,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",4,1,100.4,22.794,35.193,22.774,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",5,23,5,26.037,35.223,26.036,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",5,22,5.3,26.037,35.223,26.036,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",5,21,4.7,26.038,35.223,26.037,NA,NA,NA,NA,5.001,1.877,0.011,0.008
"MC","L2",5,20,24.8,25.916,35.211,25.91,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",5,19,24.7,25.916,35.211,25.911,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",5,18,24.6,25.916,35.211,25.911,NA,NA,NA,NA,5.191,1.881,0.013,0.008
"MC","L2",5,17,44.5,24.792,35.119,24.782,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",5,16,44.7,24.793,35.119,24.783,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",5,15,44.2,24.789,35.119,24.779,NA,NA,NA,NA,5.12,2.449,0.012,0.01
"MC","L2",5,14,75.4,23.792,35.148,23.776,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",5,13,74.8,23.853,35.146,23.837,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",5,12,75.5,23.78,35.148,23.764,NA,NA,NA,NA,5.336,2.884,0.018,0.012
"MC","L2",5,11,101.4,22.851,35.192,22.83,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",5,10,100.8,22.865,35.192,22.844,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",5,9,100.9,22.866,35.192,22.845,NA,NA,NA,NA,5.243,2.746,0.017,0.01
"MC","L2",5,8,124.7,21.981,35.214,21.956,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",5,7,125.7,21.955,35.213,21.93,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",5,6,125.7,21.954,35.213,21.929,NA,NA,NA,NA,4.184,1.09,0.001,0.025
"MC","L2",5,5,128.6,21.849,35.21,21.824,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",5,4,128.3,21.853,35.21,21.828,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",5,3,128.9,21.845,35.21,21.82,NA,NA,NA,NA,4.187,0.987,0.001,0.028
"MC","L2",5,2,150,20.954,35.255,20.925,NA,NA,NA,NA,3.356,0.223,0.001,0.009
"MC","L2",5,1,175.5,20.62,35.249,20.587,NA,NA,NA,NA,2.827,0.052,0,0.004
"MC","L2",6,16,15.4,25.961,35.218,25.958,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",6,15,15.4,25.961,35.218,25.958,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",6,14,15.8,25.959,35.217,25.955,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",6,13,15.3,25.962,35.218,25.959,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",6,12,15.5,25.961,35.218,25.958,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",6,11,15.7,25.96,35.217,25.957,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",6,10,15.2,25.962,35.218,25.959,2004.1,2320,8.068,NA,4.998,1.856,0.013,0.009
"MC","L2",6,9,16,25.958,35.217,25.954,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",6,8,125.8,21.869,35.225,21.844,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",6,7,125.7,21.87,35.225,21.845,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",6,6,126.5,21.822,35.227,21.797,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",6,5,125.3,21.873,35.224,21.848,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",6,4,125.7,21.87,35.225,21.845,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",6,3,125.2,21.873,35.224,21.848,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",6,2,125.8,21.868,35.225,21.843,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",6,1,125.3,21.873,35.224,21.848,NA,NA,NA,NA,4.718,0.872,0,0.028
"MC","L2",7,8,700.4,5.612,34.075,5.552,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",7,7,700.8,5.609,34.076,5.549,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",7,6,700.1,5.613,34.075,5.553,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",7,5,700.5,5.611,34.075,5.551,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",7,4,700.5,5.611,34.076,5.551,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",7,3,700.9,5.609,34.076,5.549,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",7,2,700.4,5.612,34.075,5.552,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",7,1,700.2,5.613,34.075,5.553,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,24,4.9,25.904,35.211,25.903,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,23,14.8,25.853,35.206,25.85,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,22,15.5,25.855,35.206,25.852,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,21,15.4,25.854,35.206,25.851,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,20,14.8,25.853,35.206,25.85,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,19,14.5,25.852,35.206,25.849,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,18,15.4,25.854,35.206,25.851,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,17,15,25.854,35.206,25.851,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,16,15.4,25.854,35.206,25.851,2002.7,2319,8.076,NA,4.835,1.946,0.016,0.009
"MC","L2",8,15,45.4,24.39,35.104,24.38,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,14,75,23.169,35.178,23.154,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,13,100.5,22.572,35.2,22.552,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,12,119.1,21.882,35.224,21.859,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,11,119.9,21.857,35.227,21.833,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,10,119.5,21.87,35.226,21.846,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,9,119.2,21.879,35.225,21.855,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,8,119.2,21.882,35.224,21.859,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,7,119.2,21.881,35.225,21.858,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,6,119.2,21.881,35.225,21.858,NA,NA,NA,NA,4.31,0.889,0,0.025
"MC","L2",8,5,125.2,21.412,35.25,21.388,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,4,150.3,20.809,35.254,20.78,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,3,175.2,20.544,35.246,20.511,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,2,250,19.064,35.094,19.019,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",8,1,399.8,12.158,34.273,12.105,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,24,14.9,25.991,35.22,25.988,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,23,15.5,25.99,35.22,25.987,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,22,15.8,25.989,35.22,25.985,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,21,15.9,25.989,35.22,25.985,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,20,15.2,25.991,35.22,25.988,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,19,15.2,25.991,35.22,25.988,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,18,14.9,25.991,35.22,25.988,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,17,15.7,25.99,35.22,25.986,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,16,15.3,25.99,35.22,25.987,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,15,15.5,25.99,35.22,25.987,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,14,15.2,25.991,35.22,25.988,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,13,15.7,25.99,35.22,25.987,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,12,15,25.991,35.22,25.988,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,11,15,25.991,35.22,25.988,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,10,15.8,25.989,35.22,25.985,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,9,14.9,25.991,35.22,25.988,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,8,15.3,25.99,35.22,25.987,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,7,15.3,25.99,35.22,25.987,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,6,15.2,25.991,35.22,25.988,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,5,15.4,25.99,35.22,25.987,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,4,15.5,25.99,35.22,25.987,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,3,15.4,25.99,35.22,25.987,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,2,15.7,25.99,35.22,25.986,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",9,1,15.4,25.99,35.22,25.987,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,24,15.6,25.947,35.213,25.944,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,23,15.2,25.954,35.214,25.951,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,22,15.6,25.947,35.213,25.944,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,21,15.1,25.955,35.214,25.952,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,20,14.6,25.956,35.214,25.953,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,19,14.8,25.957,35.214,25.954,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,18,14.9,25.957,35.214,25.954,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,17,15.3,25.952,35.214,25.949,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,16,15.2,25.954,35.214,25.951,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,15,14.8,25.957,35.214,25.954,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,14,15.5,25.949,35.214,25.946,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,13,15.4,25.951,35.214,25.948,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,12,15,25.957,35.214,25.954,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,11,15,25.956,35.214,25.953,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,10,14.9,25.957,35.214,25.954,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,9,14.5,25.956,35.214,25.953,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,8,15.2,25.953,35.214,25.95,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,7,15.4,25.951,35.214,25.948,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,6,15.2,25.953,35.214,25.95,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,5,15,25.957,35.214,25.954,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,4,15.1,25.955,35.214,25.952,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,3,14.9,25.957,35.214,25.954,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,2,15.3,25.952,35.214,25.949,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",10,1,15.4,25.95,35.214,25.947,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,24,5.6,26.023,35.219,26.022,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,23,15.6,25.973,35.215,25.97,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,22,15.5,25.974,35.215,25.971,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,21,15.1,25.977,35.215,25.974,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,20,15.2,25.977,35.215,25.974,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,19,15.6,25.973,35.215,25.97,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,18,14.8,25.973,35.215,25.97,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,17,15.5,25.974,35.215,25.971,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,16,16.2,25.97,35.215,25.966,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,15,15.5,25.974,35.215,25.971,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,14,15.4,25.975,35.215,25.972,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,13,15.6,25.973,35.215,25.97,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,12,15.5,25.974,35.215,25.971,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,11,14.8,25.974,35.215,25.971,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,10,15.7,25.973,35.215,25.97,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,9,15.5,25.974,35.215,25.971,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,8,15.3,25.976,35.215,25.973,2004.1,2319,8.07,NA,5.064,1.652,0.011,0.008
"MC","L2",11,7,123.8,21.862,35.225,21.838,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,6,123.7,21.862,35.225,21.838,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,5,123.9,21.857,35.225,21.833,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,4,124.2,21.804,35.228,21.78,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,3,123.6,21.864,35.225,21.84,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,2,123.8,21.86,35.225,21.836,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",11,1,123.7,21.862,35.225,21.838,NA,NA,NA,NA,4.25,0.797,0,0.026
"MC","L2",12,19,5.5,26.166,35.223,26.165,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",12,18,14.8,26.072,35.221,26.069,NA,NA,8.07,NA,NA,NA,NA,NA
"MC","L2",12,17,15,26.07,35.221,26.067,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",12,16,15.4,26.069,35.221,26.066,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",12,15,15.2,26.07,35.221,26.067,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",12,14,15.2,26.07,35.221,26.067,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L2",12,13,15.7,26.069,35.221,26.066,NA,NA,NA,NA,NA,NA,NA,NA
