"cruise","station","cast","rosette","pressure","temp","sal","theta","dic","alk","ph","oxy_um","het_abund","pro_abund","syn_abund","euk_abund"
"FK","71",1,1,199.9,16.772,34.659,16.739,NA,NA,NA,NA,NA,NA,NA,NA
"FK","72",1,24,5.9,23.81,35.006,23.809,NA,NA,NA,NA,4.27,1.67,0.023,0.013
"FK","72",1,23,5.5,23.81,35.006,23.809,NA,NA,NA,NA,NA,NA,NA,NA
"FK","72",1,22,15,23.747,35.005,23.744,NA,NA,NA,NA,NA,NA,NA,NA
"FK","72",1,21,24.1,23.181,35.037,23.176,NA,NA,NA,NA,4.859,2.239,0.027,0.012
"FK","72",1,20,25.2,23.126,35.042,23.121,NA,NA,NA,NA,NA,NA,NA,NA
"FK","72",1,19,25.5,23.108,35.044,23.103,NA,NA,NA,NA,NA,NA,NA,NA
"FK","72",1,18,24.8,23.151,35.039,23.146,NA,NA,NA,NA,NA,NA,NA,NA
"FK","72",1,17,45.3,22.768,35.107,22.759,NA,NA,NA,NA,4.704,2.191,0.027,0.012
"FK","72",1,16,45.1,22.772,35.108,22.763,NA,NA,NA,NA,NA,NA,NA,NA
"FK","72",1,15,75.3,22.507,35.081,22.492,NA,NA,NA,NA,NA,NA,NA,NA
"FK","72",1,14,75.1,22.509,35.081,22.494,NA,NA,NA,NA,4.665,2.28,0.028,0.01
"FK","72",1,13,99.5,22.353,35.071,22.333,NA,NA,NA,NA,4.385,2,0.024,0.01
"FK","72",1,12,100.6,22.337,35.07,22.317,NA,NA,NA,NA,NA,NA,NA,NA
"FK","72",1,11,120.3,22.03,35.042,22.006,NA,NA,NA,NA,NA,NA,NA,NA
"FK","72",1,10,124.4,21.967,35.075,21.942,NA,NA,NA,NA,3.579,0.676,0.004,0.015
"FK","72",1,9,129.9,21.903,35.104,21.877,NA,NA,NA,NA,NA,NA,NA,NA
"FK","72",1,8,130.5,21.885,35.108,21.859,NA,NA,NA,NA,NA,NA,NA,NA
"FK","72",1,7,129.4,21.913,35.1,21.887,NA,NA,NA,NA,NA,NA,NA,NA
"FK","72",1,6,141.3,21.251,35.127,21.224,NA,NA,NA,NA,NA,NA,NA,NA
"FK","72",1,5,150.6,20.722,35.077,20.693,NA,NA,NA,NA,NA,NA,NA,NA
"FK","72",1,4,150.1,20.703,35.075,20.675,NA,NA,NA,NA,2.544,0.225,NA,0.007
"FK","72",1,3,174.8,19.618,34.974,19.586,NA,NA,NA,NA,2.442,0.113,NA,0.003
"FK","72",1,2,176.4,19.309,34.941,19.277,NA,NA,NA,NA,NA,NA,NA,NA
"FK","72",1,1,200.5,17.914,34.794,17.88,NA,NA,NA,NA,NA,NA,NA,NA
"FK","73",1,24,4.9,23.238,35.048,23.237,NA,NA,NA,NA,4.25,2.024,0.038,0.017
"FK","73",1,23,5.1,23.238,35.048,23.237,NA,NA,NA,NA,NA,NA,NA,NA
"FK","73",1,22,15.2,23.238,35.048,23.235,NA,NA,NA,NA,NA,NA,NA,NA
"FK","73",1,21,25.4,22.968,35.128,22.963,NA,NA,NA,NA,4.495,2.362,0.03,0.015
"FK","73",1,20,25.2,22.975,35.126,22.97,NA,NA,NA,NA,NA,NA,NA,NA
"FK","73",1,19,25,22.987,35.124,22.982,NA,NA,NA,NA,NA,NA,NA,NA
"FK","73",1,18,25.4,22.968,35.128,22.963,NA,NA,NA,NA,NA,NA,NA,NA
"FK","73",1,17,45.7,22.683,35.163,22.674,NA,NA,NA,NA,4.846,2.521,0.031,0.014
"FK","73",1,16,45.7,22.683,35.163,22.674,NA,NA,NA,NA,NA,NA,NA,NA
"FK","73",1,15,75.7,22.462,35.182,22.447,NA,NA,NA,NA,NA,NA,NA,NA
"FK","73",1,14,75.2,22.463,35.182,22.448,NA,NA,NA,NA,3.902,2.248,0.023,0.022
"FK","73",1,13,100.4,22.312,35.206,22.292,NA,NA,NA,NA,4.052,1.05,0.009,0.025
"FK","73",1,12,100.8,22.311,35.207,22.291,NA,NA,NA,NA,NA,NA,NA,NA
"FK","73",1,11,115,22.3,35.22,22.277,NA,NA,NA,NA,NA,NA,NA,NA
"FK","73",1,10,126.1,22.266,35.223,22.241,NA,NA,NA,NA,3.915,0.655,0.006,0.023
"FK","73",1,9,125.1,22.267,35.223,22.242,NA,NA,NA,NA,NA,NA,NA,NA
"FK","73",1,8,125.6,22.268,35.223,22.243,NA,NA,NA,NA,NA,NA,NA,NA
"FK","73",1,7,125.2,22.267,35.223,22.242,NA,NA,NA,NA,NA,NA,NA,NA
"FK","73",1,6,135,22.151,35.219,22.124,NA,NA,NA,NA,NA,NA,NA,NA
"FK","73",1,5,150.9,21.633,35.173,21.603,NA,NA,NA,NA,NA,NA,NA,NA
"FK","73",1,4,151.3,21.579,35.17,21.549,NA,NA,NA,NA,2.961,0.352,NA,0.014
"FK","73",1,3,174.4,20.559,35.105,20.526,NA,NA,NA,NA,2.548,0.047,NA,0.002
"FK","73",1,2,174.1,20.558,35.105,20.525,NA,NA,NA,NA,NA,NA,NA,NA
"FK","73",1,1,200.2,19.132,34.965,19.096,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,24,5.4,23.079,34.992,23.078,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,23,4.8,23.078,34.992,23.077,NA,NA,NA,NA,4.508,1.557,0.032,0.015
"FK","74",1,22,5.8,23.079,34.992,23.078,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,21,15.4,23.075,34.992,23.072,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,20,15.6,23.075,34.992,23.072,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,19,26.4,23.076,34.993,23.071,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,18,24.2,23.076,34.993,23.071,NA,NA,NA,NA,4.427,1.597,0.032,0.014
"FK","74",1,17,24.8,23.076,34.993,23.071,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,16,24.7,23.076,34.993,23.071,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,15,26.2,23.076,34.993,23.071,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,14,45.4,23.066,35.003,23.057,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,13,44.8,23.067,35.002,23.058,NA,NA,NA,NA,4.012,1.547,0.033,0.015
"FK","74",1,12,75.4,22.714,35.155,22.699,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,11,74.8,22.715,35.155,22.7,NA,NA,NA,NA,4.003,1.552,0.031,0.016
"FK","74",1,10,99.5,22.645,35.159,22.625,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,9,98.9,22.645,35.159,22.625,NA,NA,NA,NA,4.306,1.634,0.045,0.019
"FK","74",1,8,113.1,22.62,35.158,22.597,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,7,113.5,22.62,35.158,22.597,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,6,124.3,22.579,35.161,22.554,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,5,125.5,22.578,35.161,22.553,NA,NA,NA,NA,4.821,0.597,0.017,0.02
"FK","74",1,4,149.9,22.507,35.173,22.477,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,3,150.8,22.497,35.174,22.467,NA,NA,NA,NA,3.891,0.219,0.007,0.01
"FK","74",1,2,174.6,21.769,35.173,21.735,NA,NA,NA,NA,NA,NA,NA,NA
"FK","74",1,1,175,21.764,35.173,21.73,NA,NA,NA,NA,3.6,0.062,NA,0.002
"FK","75",1,24,5.1,23.062,34.995,23.061,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,23,15.7,23.066,34.994,23.063,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,22,14.9,23.065,34.994,23.062,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,21,26.2,23.072,34.995,23.067,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,20,26.6,23.072,34.996,23.067,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,19,25.9,23.072,34.995,23.067,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,18,25.7,23.072,34.995,23.067,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,17,25.9,23.072,34.995,23.067,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,16,26.1,23.072,34.995,23.067,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,15,26.4,23.072,34.995,23.067,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,14,25.4,23.073,34.996,23.068,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,13,25.5,23.072,34.995,23.067,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,12,25.1,23.073,34.996,23.068,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,11,25.5,23.072,34.995,23.067,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,10,26.1,23.072,34.995,23.067,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,9,25.8,23.072,34.995,23.067,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,8,26,23.072,34.995,23.067,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,7,46.2,23.035,35.027,23.026,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,6,75.8,22.727,35.156,22.712,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,5,99.8,22.638,35.158,22.618,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,4,125.1,22.56,35.172,22.535,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,3,125.2,22.558,35.172,22.533,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,2,150.9,22.301,35.206,22.271,NA,NA,NA,NA,NA,NA,NA,NA
"FK","75",1,1,174.3,21.532,35.16,21.498,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,24,5.5,22.898,35.087,22.897,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,23,6.6,22.897,35.086,22.896,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,22,6.2,22.896,35.087,22.895,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,21,6.2,22.896,35.087,22.895,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,20,25.7,22.907,35.086,22.902,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,19,24.7,22.908,35.086,22.903,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,18,25.8,22.907,35.086,22.902,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,17,25.4,22.908,35.086,22.903,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,16,45.4,22.912,35.086,22.903,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,15,45.8,22.912,35.086,22.903,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,14,46.9,22.912,35.086,22.902,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,13,45.7,22.912,35.086,22.903,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,12,76,22.728,35.15,22.713,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,11,75.6,22.728,35.15,22.713,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,10,75.1,22.728,35.15,22.713,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,9,77.1,22.728,35.15,22.712,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,8,99.8,22.678,35.16,22.658,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,7,99.8,22.677,35.16,22.657,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,6,100.2,22.676,35.16,22.656,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,5,100,22.677,35.16,22.657,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,4,129,22.56,35.161,22.534,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,3,127,22.563,35.161,22.537,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,2,126.5,22.564,35.161,22.539,NA,NA,NA,NA,NA,NA,NA,NA
"FK","76",1,1,126,22.565,35.16,22.54,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,24,5.8,22.88,35.086,22.879,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,23,15.9,22.888,35.086,22.885,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,22,25.3,22.889,35.085,22.884,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,21,24.6,22.889,35.085,22.884,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,20,25.8,22.889,35.085,22.884,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,19,25.7,22.889,35.085,22.884,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,18,25.8,22.889,35.085,22.884,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,17,24.6,22.889,35.085,22.884,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,16,26.2,22.889,35.085,22.884,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,15,24.8,22.889,35.085,22.884,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,14,25.2,22.889,35.085,22.884,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,13,25.1,22.889,35.085,22.884,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,12,45.8,22.892,35.089,22.883,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,11,76,22.686,35.156,22.671,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,10,101,22.622,35.156,22.602,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,9,126.6,22.572,35.163,22.546,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,8,125.2,22.574,35.162,22.549,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,7,126.2,22.573,35.163,22.548,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,6,125.7,22.573,35.163,22.548,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,5,124.4,22.575,35.162,22.55,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,4,125.8,22.573,35.163,22.548,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,3,125.4,22.574,35.162,22.549,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,2,150.6,22.481,35.188,22.451,NA,NA,NA,NA,NA,NA,NA,NA
"FK","77",1,1,175.3,22.115,35.232,22.08,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,23,5.6,22.889,35.084,22.888,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,22,15.9,22.882,35.083,22.879,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,21,26.5,22.877,35.083,22.872,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,20,46.6,22.728,35.153,22.719,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,19,76.2,22.624,35.161,22.609,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,18,84.9,22.583,35.159,22.566,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,17,90.8,22.58,35.162,22.562,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,16,96.1,22.578,35.162,22.559,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,15,100.6,22.578,35.162,22.558,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,14,100.5,22.578,35.162,22.558,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,13,106.1,22.576,35.163,22.555,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,12,111.2,22.573,35.163,22.551,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,11,114.4,22.569,35.164,22.546,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,10,125.5,22.544,35.166,22.519,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,9,149.4,21.968,35.235,21.938,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,8,150.6,21.939,35.233,21.909,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,7,150.2,21.953,35.234,21.923,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,6,175.4,21.644,35.219,21.61,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,5,175.3,21.645,35.219,21.611,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,4,175.2,21.646,35.219,21.612,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,3,200.8,21.342,35.21,21.303,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,2,200.8,21.342,35.21,21.303,NA,NA,NA,NA,NA,NA,NA,NA
"FK","78",1,1,201.1,21.34,35.21,21.301,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,24,4.9,22.889,35.066,22.888,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,23,24.6,22.888,35.068,22.883,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,22,25.5,22.888,35.068,22.883,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,21,26.4,22.888,35.068,22.883,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,20,25.2,22.888,35.068,22.883,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,19,25.3,22.888,35.068,22.883,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,18,25,22.888,35.068,22.883,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,17,25.8,22.888,35.068,22.883,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,16,25.2,22.888,35.068,22.883,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,15,41.6,22.828,35.126,22.82,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,14,45,22.776,35.139,22.767,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,13,55.6,22.67,35.157,22.659,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,12,60.2,22.66,35.158,22.648,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,11,65.7,22.648,35.158,22.635,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,10,70.4,22.645,35.159,22.631,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,9,75,22.642,35.159,22.627,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,8,100.2,22.604,35.157,22.584,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,7,124.7,22.566,35.162,22.541,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,6,149.7,22.207,35.228,22.177,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,5,176.7,21.665,35.22,21.63,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,4,201.3,21.384,35.214,21.345,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,3,250,19.651,35.029,19.605,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,2,300.2,16.218,34.635,16.17,NA,NA,NA,NA,NA,NA,NA,NA
"FK","79",1,1,399.4,11.673,34.188,11.622,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,24,5.3,22.898,35.065,22.897,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,23,15.9,22.89,35.066,22.887,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,22,25.2,22.893,35.066,22.888,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,21,25.2,22.893,35.066,22.888,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,20,26.3,22.893,35.066,22.888,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,19,25.4,22.893,35.066,22.888,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,18,25.8,22.893,35.066,22.888,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,17,25.4,22.893,35.066,22.888,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,16,25.2,22.893,35.066,22.888,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,15,25,22.893,35.066,22.888,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,14,25.6,22.893,35.066,22.888,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,13,26.2,22.893,35.066,22.888,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,12,45.1,22.849,35.107,22.84,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,11,75.5,22.657,35.156,22.642,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,10,99.9,22.637,35.159,22.617,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,9,120.3,22.613,35.158,22.589,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,8,121,22.61,35.159,22.586,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,7,119.6,22.614,35.158,22.59,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,6,120.1,22.614,35.158,22.59,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,5,120,22.614,35.158,22.59,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,4,120.2,22.613,35.158,22.589,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,3,125.7,22.578,35.155,22.553,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,2,150.4,22.315,35.218,22.285,NA,NA,NA,NA,NA,NA,NA,NA
"FK","80",1,1,175,21.886,35.229,21.851,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,24,5.7,22.843,35.083,22.842,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,23,6,22.843,35.083,22.842,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,22,5.5,22.843,35.083,22.842,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,21,15.1,22.846,35.083,22.843,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,20,15.5,22.846,35.083,22.843,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,19,24.8,22.853,35.083,22.848,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,18,25.4,22.852,35.083,22.847,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,17,25,22.853,35.083,22.848,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,16,45.2,22.851,35.083,22.842,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,15,45.7,22.851,35.083,22.842,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,14,45.5,22.851,35.083,22.842,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,13,49.7,22.849,35.086,22.839,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,12,75,22.736,35.151,22.721,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,11,74.9,22.737,35.151,22.722,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,10,74.6,22.737,35.151,22.722,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,9,73.7,22.737,35.151,22.722,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,8,100.1,22.631,35.159,22.611,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,7,100.2,22.629,35.159,22.609,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,6,100.5,22.627,35.16,22.607,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,5,115.8,22.568,35.161,22.545,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,4,125.3,22.558,35.162,22.533,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,3,124.7,22.558,35.162,22.533,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,2,124.8,22.558,35.162,22.533,NA,NA,NA,NA,NA,NA,NA,NA
"FK","81",1,1,125.4,22.558,35.162,22.533,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,18,5.5,22.825,35.081,22.824,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,17,5.2,22.825,35.081,22.824,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,16,15.3,22.83,35.081,22.827,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,15,25.1,22.833,35.081,22.828,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,14,25.7,22.833,35.081,22.828,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,13,25.4,22.833,35.081,22.828,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,12,24.9,22.833,35.081,22.828,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,11,25.6,22.833,35.081,22.828,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,10,25.6,22.833,35.081,22.828,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,9,44.7,22.833,35.081,22.824,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,8,44.6,22.833,35.081,22.824,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,7,74.7,22.824,35.114,22.809,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,6,99.8,22.641,35.161,22.621,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,5,117.8,22.602,35.169,22.578,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,4,124.6,22.56,35.166,22.535,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,3,124.2,22.559,35.166,22.534,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,2,150.3,22.423,35.205,22.393,NA,NA,NA,NA,NA,NA,NA,NA
"FK","82",1,1,174.5,21.829,35.227,21.795,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,20,5.2,22.832,35.078,22.831,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,19,5.1,22.832,35.078,22.831,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,18,15.5,22.83,35.078,22.827,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,17,16,22.829,35.078,22.826,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,16,25.6,22.832,35.077,22.827,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,15,25.2,22.833,35.077,22.828,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,14,45.4,22.834,35.078,22.825,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,13,45.1,22.834,35.078,22.825,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,12,60.7,22.837,35.078,22.825,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,11,60.2,22.836,35.078,22.824,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,10,75.5,22.837,35.081,22.822,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,9,75.6,22.837,35.081,22.822,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,8,85.3,22.823,35.113,22.806,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,7,85.6,22.82,35.116,22.803,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,6,100.3,22.741,35.15,22.721,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,5,100.8,22.736,35.151,22.716,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,4,115.5,22.646,35.158,22.623,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,3,115.3,22.646,35.158,22.623,NA,NA,NA,NA,NA,NA,NA,NA
"FK","83",1,2,129.7,22.62,35.175,22.594,NA,NA,NA,NA,NA,NA,NA,NA
