"compound_name","polarity","broad_taxa","species","id","value"
"L-Cystathionine","pos","Cyanobacteria","Prochlorococcus marinus","Nat_B",2471500.7811782
"L-Cystathionine","pos","Cyanobacteria","Prochlorococcus marinus","Nat_C",2267344.44307532
"L-Cystathionine","pos","Diatom","Cyclotella meneghiniana","Cy_A",2393101.14654242
"L-Cystathionine","pos","Diatom","Cyclotella meneghiniana","Cy_B",5880987.66110658
"L-Cystathionine","pos","Diatom","Cyclotella meneghiniana","Cy_C",4075856.7409612
"L-Cystathionine","pos","Diatom","Thalassiosira oceanica","To_B",118119.340555817
"L-Cystathionine","pos","Diatom","Thalassiosira oceanica","To_C",126546.405901386
"L-Cystathionine","pos","Diatom","Thalassiosira pseudonana","Tp_A",12169.9960474488
"L-Cystathionine","pos","Diatom","Phaeodactylum tricornutum","Pt_C",163424.006296554
"L-Cystathionine","pos","Diatom","Phaeodactylum tricornutum","Pt_F",208887.160786314
"L-Cystathionine","pos","Dinoflagellate","Amphidinium carterae","1314_A",1740551.8692727
"L-Cystathionine","pos","Dinoflagellate","Amphidinium carterae","1314_B",1552194.95487778
"L-Cystathionine","pos","Dinoflagellate","Amphidinium carterae","1314_C",802308.089560997
"L-Cystathionine","pos","Prasinophyte","Micromonas pusilla","1545_A",193900.189537785
"L-Cystathionine","pos","Prasinophyte","Micromonas pusilla","1545_B",282457.597334639
"L-Cystathionine","pos","Prasinophyte","Micromonas pusilla","1545_C",289974.858412485
"L-Cystathionine","pos","Dinoflagellate","Alexandrium tamarense","1771_A",525746.01383335
"L-Cystathionine","pos","Dinoflagellate","Alexandrium tamarense","1771_B",617641.185470482
"L-Cystathionine","pos","Dinoflagellate","Alexandrium tamarense","1771_C",1036792.82294407
"L-Cystathionine","pos","Dinoflagellate","Lingulodinium polyedra","2021_A",888800.815935979
"L-Cystathionine","pos","Dinoflagellate","Lingulodinium polyedra","2021_B",665852.10270795
"L-Cystathionine","pos","Dinoflagellate","Lingulodinium polyedra","2021_C",577657.817889672
"L-Cystathionine","pos","Dinoflagellate","Heterocapsa triquetra","449_A",857546.529805622
"L-Cystathionine","pos","Dinoflagellate","Heterocapsa triquetra","449_B",543842.988945225
"L-Cystathionine","pos","Dinoflagellate","Heterocapsa triquetra","449_C",376191.080723263
"L-Cysteic acid","neg","Cyanobacteria","Synechococcus sp.","7803_B",1247615.1166588
"L-Cysteic acid","neg","Cyanobacteria","Synechococcus sp.","7803_F",2031907.29372214
"L-Cysteic acid","neg","Cyanobacteria","Synechococcus sp.","8102_A",218584.745762712
"L-Cysteic acid","neg","Cyanobacteria","Synechococcus sp.","8102_F",229565.205871443
"L-Cysteic acid","neg","Cyanobacteria","Crocosphaera watsonii","8501_B",56607.2205166011
"L-Cysteic acid","neg","Cyanobacteria","Crocosphaera watsonii","8501_C",77414.6022840935
"L-Cysteic acid","neg","Cyanobacteria","Crocosphaera watsonii","8501_D",41611.6657980647
"L-Cysteic acid","neg","Cyanobacteria","Prochlorococcus marinus","MED4_D",1939412.39394281
"L-Cysteic acid","neg","Cyanobacteria","Prochlorococcus marinus","MED4_E",2053099.88665812
"L-Cysteic acid","neg","Cyanobacteria","Prochlorococcus marinus","MED4_F",4154574.99236289
"L-Cysteic acid","neg","Cyanobacteria","Prochlorococcus marinus","1314P_A",777246.467817896
"L-Cysteic acid","neg","Cyanobacteria","Prochlorococcus marinus","1314P_B",677161.627173102
"L-Cysteic acid","neg","Cyanobacteria","Prochlorococcus marinus","1314P_C",665922.210655815
"L-Cysteic acid","neg","Cyanobacteria","Prochlorococcus marinus","As9601_A",685996.402715049
"L-Cysteic acid","neg","Cyanobacteria","Prochlorococcus marinus","As9601_B",527596.449690018
"L-Cysteic acid","neg","Cyanobacteria","Prochlorococcus marinus","As9601_C",604117.588874373
"L-Cysteic acid","neg","Cyanobacteria","Prochlorococcus marinus","Nat_A",5218093.69540518
"L-Cysteic acid","neg","Cyanobacteria","Prochlorococcus marinus","Nat_B",5057476.33489569
"L-Cysteic acid","neg","Cyanobacteria","Prochlorococcus marinus","Nat_C",7032563.82537739
"L-Cysteic acid","neg","Haptophyte","Emiliania huxleyi","2090_A",1044166.00871923
"L-Cysteic acid","neg","Haptophyte","Emiliania huxleyi","2090_B",1501888.4378289
"L-Cysteic acid","neg","Haptophyte","Emiliania huxleyi","2090_C",3406184.76676003
"L-Cysteic acid","neg","Haptophyte","Emiliania huxleyi","371_A",1926917.34667377
"L-Cysteic acid","neg","Haptophyte","Emiliania huxleyi","371_B",1409237.42256427
"L-Cysteic acid","neg","Haptophyte","Emiliania huxleyi","371_C",1450500.48943037
"L-Cysteic acid","neg","Diatom","Cyclotella meneghiniana","Cy_A",14392518.1356939
"L-Cysteic acid","neg","Diatom","Cyclotella meneghiniana","Cy_B",38502862.3538126
"L-Cysteic acid","neg","Diatom","Cyclotella meneghiniana","Cy_C",22182932.8941775
"L-Cysteic acid","neg","Diatom","Thalassiosira oceanica","To_A",500676.985653127
"L-Cysteic acid","neg","Diatom","Thalassiosira oceanica","To_B",364180.725388601
"L-Cysteic acid","neg","Diatom","Thalassiosira oceanica","To_C",428837.019514789
"L-Cysteic acid","neg","Diatom","Pseudo-nitzschia pungens","Pc55x_A",108394.282748978
"L-Cysteic acid","neg","Diatom","Pseudo-nitzschia pungens","Pc55x_B",127917.247664284
"L-Cysteic acid","neg","Diatom","Pseudo-nitzschia pungens","Pc55x_C",132141.209473563
"L-Cysteic acid","neg","Diatom","Navicula pelliculosa","Np_A",84164.2273757745
"L-Cysteic acid","neg","Diatom","Navicula pelliculosa","Np_C",58881.2530407156
"L-Cysteic acid","neg","Diatom","Navicula pelliculosa","Np_F",44036.7938585637
"L-Cysteic acid","neg","Diatom","Phaeodactylum tricornutum","Pt_C",2595.59500298675
"L-Cysteic acid","neg","Diatom","Phaeodactylum tricornutum","Pt_F",4694.39244524953
"L-Cysteic acid","neg","Prasinophyte","Micromonas pusilla","1545_A",332278.701057859
"L-Cysteic acid","neg","Prasinophyte","Micromonas pusilla","1545_B",304267.006966774
"L-Cysteic acid","neg","Prasinophyte","Micromonas pusilla","1545_C",325494.690701311
"L-Cysteic acid","neg","Prasinophyte","Ostreococcus lucimarinus","3430_A",1476042.56319335
"L-Cysteic acid","neg","Prasinophyte","Ostreococcus lucimarinus","3430_B",363236.1701858
"L-Cysteic acid","neg","Prasinophyte","Ostreococcus lucimarinus","3430_C",924049.583875442
"Cytidine","neg","Cyanobacteria","Synechococcus sp.","7803_B",3078927.9364273
"Cytidine","neg","Cyanobacteria","Synechococcus sp.","7803_F",4140443.89022875
"Cytidine","neg","Cyanobacteria","Synechococcus sp.","8102_A",1995803.67231638
"Cytidine","neg","Cyanobacteria","Crocosphaera watsonii","8501_C",639715.314060575
"Cytidine","neg","Cyanobacteria","Prochlorococcus marinus","MED4_D",2213514.63421147
"Cytidine","neg","Cyanobacteria","Prochlorococcus marinus","MED4_E",5478805.09100593
"Cytidine","neg","Cyanobacteria","Prochlorococcus marinus","MED4_F",4174492.94447362
"Cytidine","neg","Dinoflagellate","Amphidinium carterae","1314_A",1176084.24614837
"Cytidine","neg","Dinoflagellate","Amphidinium carterae","1314_B",1275878.00940607
"Cytidine","neg","Dinoflagellate","Amphidinium carterae","1314_C",1156218.00734871
"Cytidine","neg","Dinoflagellate","Alexandrium tamarense","1771_A",2334322.33923332
"Cytidine","neg","Dinoflagellate","Alexandrium tamarense","1771_B",6297605.80363463
"Cytidine","neg","Dinoflagellate","Alexandrium tamarense","1771_C",5869219.64720094
"Cytidine","neg","Dinoflagellate","Lingulodinium polyedra","2021_A",1149196.55433809
"Cytidine","neg","Dinoflagellate","Lingulodinium polyedra","2021_B",842078.927382525
"Cytidine","neg","Dinoflagellate","Lingulodinium polyedra","2021_C",828945.674353952
"Cytidine","neg","Dinoflagellate","Heterocapsa triquetra","449_A",3908952.01014659
"Cytidine","neg","Dinoflagellate","Heterocapsa triquetra","449_B",3469713.65638767
"Cytidine","neg","Dinoflagellate","Heterocapsa triquetra","449_C",2655766.33598723
"Cytosine","pos","Cyanobacteria","Synechococcus sp.","7803_B",90846881.2366196
"Cytosine","pos","Cyanobacteria","Synechococcus sp.","7803_F",100095534.604984
"Cytosine","pos","Cyanobacteria","Synechococcus sp.","8102_A",260740067.79661
"Cytosine","pos","Cyanobacteria","Synechococcus sp.","8102_F",195061353.399396
"Cytosine","pos","Cyanobacteria","Crocosphaera watsonii","8501_B",28439365.8430645
"Cytosine","pos","Cyanobacteria","Crocosphaera watsonii","8501_C",21555897.9881214
"Cytosine","pos","Cyanobacteria","Crocosphaera watsonii","8501_D",34816110.7293131
"Cytosine","pos","Cyanobacteria","Prochlorococcus marinus","MED4_D",206026911.717238
"Cytosine","pos","Cyanobacteria","Prochlorococcus marinus","MED4_E",206410827.325419
"Cytosine","pos","Cyanobacteria","Prochlorococcus marinus","MED4_F",185814076.596147
"Cytosine","pos","Cyanobacteria","Prochlorococcus marinus","1314P_A",116428923.076923
"Cytosine","pos","Cyanobacteria","Prochlorococcus marinus","1314P_B",76798439.3826381
"Cytosine","pos","Cyanobacteria","Prochlorococcus marinus","1314P_C",115190523.958235
"Cytosine","pos","Cyanobacteria","Prochlorococcus marinus","As9601_A",46214713.1397079
"Cytosine","pos","Cyanobacteria","Prochlorococcus marinus","As9601_B",61170483.7065118
"Cytosine","pos","Cyanobacteria","Prochlorococcus marinus","As9601_C",48179622.6693109
"Cytosine","pos","Cyanobacteria","Prochlorococcus marinus","Nat_A",242850990.45145
"Cytosine","pos","Cyanobacteria","Prochlorococcus marinus","Nat_B",306727341.237019
"Cytosine","pos","Cyanobacteria","Prochlorococcus marinus","Nat_C",239493784.743433
"Cytosine","pos","Haptophyte","Emiliania huxleyi","2090_B",103359170.049617
"Cytosine","pos","Haptophyte","Emiliania huxleyi","2090_C",80924400.2475585
"Cytosine","pos","Diatom","Cyclotella meneghiniana","Cy_A",6888236.42722201
"Cytosine","pos","Diatom","Cyclotella meneghiniana","Cy_B",15813900.4406757
"Cytosine","pos","Diatom","Cyclotella meneghiniana","Cy_C",8216593.90589058
"Cytosine","pos","Diatom","Thalassiosira oceanica","To_A",6609733.79547199
"Cytosine","pos","Diatom","Thalassiosira oceanica","To_B",4370552.46349505
"Cytosine","pos","Diatom","Thalassiosira oceanica","To_C",3150782.45152029
"Cytosine","pos","Diatom","Thalassiosira pseudonana","Tp_A",18452146.417035
"Cytosine","pos","Diatom","Thalassiosira pseudonana","Tp_E",11745172.6038219
"Cytosine","pos","Diatom","Thalassiosira pseudonana","Tp_F",9629366.02720439
"Cytosine","pos","Diatom","Pseudo-nitzschia pungens","Pc55x_A",48926336.1074552
"Cytosine","pos","Diatom","Pseudo-nitzschia pungens","Pc55x_B",58167780.2071726
"Cytosine","pos","Diatom","Pseudo-nitzschia pungens","Pc55x_C",47581401.4952706
"Cytosine","pos","Diatom","Phaeodactylum tricornutum","Pt_C",1901993.95945336
"Cytosine","pos","Diatom","Phaeodactylum tricornutum","Pt_F",2318556.00277265
"Cytosine","pos","Dinoflagellate","Amphidinium carterae","1314_A",47737982.2637026
"Cytosine","pos","Dinoflagellate","Amphidinium carterae","1314_B",45168281.7042937
"Cytosine","pos","Dinoflagellate","Amphidinium carterae","1314_C",36511620.0181205
"Cytosine","pos","Prasinophyte","Micromonas pusilla","1545_A",28034914.6737809
"Cytosine","pos","Prasinophyte","Micromonas pusilla","1545_B",17360612.2874599
"Cytosine","pos","Prasinophyte","Micromonas pusilla","1545_C",24457932.3409011
"Cytosine","pos","Dinoflagellate","Alexandrium tamarense","1771_A",37005031.43168
"Cytosine","pos","Dinoflagellate","Alexandrium tamarense","1771_B",47236490.3889468
"Cytosine","pos","Dinoflagellate","Alexandrium tamarense","1771_C",73933244.4578665
"Cytosine","pos","Dinoflagellate","Lingulodinium polyedra","2021_A",18303595.3260937
"Cytosine","pos","Dinoflagellate","Lingulodinium polyedra","2021_B",9770238.57267082
"Cytosine","pos","Dinoflagellate","Lingulodinium polyedra","2021_C",21758190.6042186
"Cytosine","pos","Dinoflagellate","Heterocapsa triquetra","449_A",99580202.3419756
"Cytosine","pos","Dinoflagellate","Heterocapsa triquetra","449_B",140930280.109717
"Cytosine","pos","Dinoflagellate","Heterocapsa triquetra","449_C",31539647.073759
"Cytosine","pos","Prasinophyte","Ostreococcus lucimarinus","3430_B",143392192.426367
"Cytosine","pos","Prasinophyte","Ostreococcus lucimarinus","3430_C",114064144.169898
"Cytosine","pos","Archaea","Nitrosopumilus maritimus","Nmar_1",262218922.724872
"Cytosine","pos","Archaea","Nitrosopumilus maritimus","Nmar_2",248712062.331666
"Cytosine","pos","Archaea","Nitrosopumilus maritimus","Nmar_3",183166940.492887
"Dexpanthenol","pos","Diatom","Cyclotella meneghiniana","Cy_B",1683295.62533794
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Haptophyte","Emiliania huxleyi","2090_A",889175325.254883
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Haptophyte","Emiliania huxleyi","2090_C",1192265684.82445
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Haptophyte","Emiliania huxleyi","371_A",1948291357.4172
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Haptophyte","Emiliania huxleyi","371_B",1986358044.73521
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Haptophyte","Emiliania huxleyi","371_C",1150352663.23076
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Cyclotella meneghiniana","Cy_A",906348644.589511
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Cyclotella meneghiniana","Cy_B",2701192306.78181
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Cyclotella meneghiniana","Cy_C",1627822105.61477
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Thalassiosira oceanica","To_A",1062941905.05583
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Thalassiosira oceanica","To_B",772770614.865756
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Thalassiosira oceanica","To_C",869236477.095912
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Thalassiosira pseudonana","Tp_A",789684884.444667
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Thalassiosira pseudonana","Tp_E",1042373086.73673
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Thalassiosira pseudonana","Tp_F",589876831.016016
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Pseudo-nitzschia pungens","Pc55x_A",11729058.0393161
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Pseudo-nitzschia pungens","Pc55x_B",13067213.2126184
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Pseudo-nitzschia pungens","Pc55x_C",14154376.1426817
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Navicula pelliculosa","Np_A",1375244335.90108
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Navicula pelliculosa","Np_C",1229807979.23154
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Navicula pelliculosa","Np_F",1033820546.9234
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Phaeodactylum tricornutum","Pt_C",393175876.82405
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Diatom","Phaeodactylum tricornutum","Pt_F",454045294.493177
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Dinoflagellate","Amphidinium carterae","1314_B",192231.003231448
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Dinoflagellate","Amphidinium carterae","1314_C",109240.171690006
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Dinoflagellate","Alexandrium tamarense","1771_C",6704917.93671019
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Dinoflagellate","Lingulodinium polyedra","2021_A",484849.965746673
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Dinoflagellate","Lingulodinium polyedra","2021_B",272092.475160056
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Dinoflagellate","Lingulodinium polyedra","2021_C",27602.611361706
"(R)-2,3-Dihydroxypropane-1-sulfonate","neg","Dinoflagellate","Heterocapsa triquetra","449_C",183541.594878398
"Dimethylsulfoniopropionate","pos","Cyanobacteria","Crocosphaera watsonii","8501_C",3170501.4242171
"Dimethylsulfoniopropionate","pos","Haptophyte","Emiliania huxleyi","2090_A",99285171343.2426
"Dimethylsulfoniopropionate","pos","Haptophyte","Emiliania huxleyi","2090_B",98571739588.0319
"Dimethylsulfoniopropionate","pos","Haptophyte","Emiliania huxleyi","2090_C",101645322172.221
"Dimethylsulfoniopropionate","pos","Haptophyte","Emiliania huxleyi","371_A",81908315698.2545
"Dimethylsulfoniopropionate","pos","Haptophyte","Emiliania huxleyi","371_B",83053244966.398
"Dimethylsulfoniopropionate","pos","Haptophyte","Emiliania huxleyi","371_C",100609364968.569
"Dimethylsulfoniopropionate","pos","Diatom","Cyclotella meneghiniana","Cy_A",8727076973.44159
"Dimethylsulfoniopropionate","pos","Diatom","Cyclotella meneghiniana","Cy_B",25053032661.1479
"Dimethylsulfoniopropionate","pos","Diatom","Cyclotella meneghiniana","Cy_C",12038917273.8729
"Dimethylsulfoniopropionate","pos","Diatom","Thalassiosira oceanica","To_A",263965396.576692
"Dimethylsulfoniopropionate","pos","Diatom","Thalassiosira oceanica","To_B",206196189.99529
"Dimethylsulfoniopropionate","pos","Diatom","Thalassiosira oceanica","To_C",166893946.621722
"Dimethylsulfoniopropionate","pos","Diatom","Thalassiosira pseudonana","Tp_A",2351889728.36433
"Dimethylsulfoniopropionate","pos","Diatom","Thalassiosira pseudonana","Tp_E",2174606595.80093
"Dimethylsulfoniopropionate","pos","Diatom","Thalassiosira pseudonana","Tp_F",1269349719.65907
"Dimethylsulfoniopropionate","pos","Diatom","Pseudo-nitzschia pungens","Pc55x_A",489215586.438376
"Dimethylsulfoniopropionate","pos","Diatom","Pseudo-nitzschia pungens","Pc55x_B",486288175.254406
"Dimethylsulfoniopropionate","pos","Diatom","Pseudo-nitzschia pungens","Pc55x_C",542530276.962957
"Dimethylsulfoniopropionate","pos","Diatom","Navicula pelliculosa","Np_A",610056.380241315
"Dimethylsulfoniopropionate","pos","Diatom","Phaeodactylum tricornutum","Pt_C",559969181.630887
"Dimethylsulfoniopropionate","pos","Diatom","Phaeodactylum tricornutum","Pt_F",490442014.004476
"Dimethylsulfoniopropionate","pos","Dinoflagellate","Amphidinium carterae","1314_A",28813201509.2737
"Dimethylsulfoniopropionate","pos","Dinoflagellate","Amphidinium carterae","1314_B",43240737879.3245
"Dimethylsulfoniopropionate","pos","Dinoflagellate","Amphidinium carterae","1314_C",24355324031.8626
"Dimethylsulfoniopropionate","pos","Prasinophyte","Micromonas pusilla","1545_A",10184773387.8061
"Dimethylsulfoniopropionate","pos","Prasinophyte","Micromonas pusilla","1545_B",9621914049.96772
"Dimethylsulfoniopropionate","pos","Prasinophyte","Micromonas pusilla","1545_C",10551705126.9019
"Dimethylsulfoniopropionate","pos","Dinoflagellate","Alexandrium tamarense","1771_A",34096827198.2456
"Dimethylsulfoniopropionate","pos","Dinoflagellate","Alexandrium tamarense","1771_B",32288997001.1712
"Dimethylsulfoniopropionate","pos","Dinoflagellate","Alexandrium tamarense","1771_C",56103893696.9436
"Dimethylsulfoniopropionate","pos","Dinoflagellate","Lingulodinium polyedra","2021_A",979841859.090996
"Dimethylsulfoniopropionate","pos","Dinoflagellate","Lingulodinium polyedra","2021_B",723758702.604252
"Dimethylsulfoniopropionate","pos","Dinoflagellate","Lingulodinium polyedra","2021_C",545045206.283624
"Dimethylsulfoniopropionate","pos","Dinoflagellate","Heterocapsa triquetra","449_A",59395739232.5163
"Dimethylsulfoniopropionate","pos","Dinoflagellate","Heterocapsa triquetra","449_B",37134737395.0628
"Dimethylsulfoniopropionate","pos","Dinoflagellate","Heterocapsa triquetra","449_C",35402966553.619
"Dimethylsulfoniopropionate","pos","Prasinophyte","Ostreococcus lucimarinus","3430_A",35627967194.9732
"Dimethylsulfoniopropionate","pos","Prasinophyte","Ostreococcus lucimarinus","3430_B",34471044547.1695
"Dimethylsulfoniopropionate","pos","Prasinophyte","Ostreococcus lucimarinus","3430_C",36080093207.9447
"D-Gluconic acid","neg","Cyanobacteria","Synechococcus sp.","7803_B",17832385.0647701
"D-Gluconic acid","neg","Cyanobacteria","Synechococcus sp.","7803_F",7458062.46802602
"D-Gluconic acid","neg","Diatom","Thalassiosira oceanica","To_B",8533282.48704663
"D-Gluconic acid","neg","Diatom","Thalassiosira oceanica","To_C",8947851.91473044
"D-Gluconic acid","neg","Diatom","Pseudo-nitzschia pungens","Pc55x_B",55979119.7824056
"D-Gluconic acid","neg","Dinoflagellate","Alexandrium tamarense","1771_C",141328376.2335
"D-Gluconic acid","neg","Dinoflagellate","Lingulodinium polyedra","2021_A",195723085.946279
"D-Gluconic acid","neg","Dinoflagellate","Lingulodinium polyedra","2021_B",99508697.6800554
"D-Gluconic acid","neg","Dinoflagellate","Lingulodinium polyedra","2021_C",98265259.9008893
"D-Gluconic acid","neg","Prasinophyte","Ostreococcus lucimarinus","3430_A",24198559.5815708
"D-Gluconic acid","neg","Prasinophyte","Ostreococcus lucimarinus","3430_B",28813428.0273627
"D-Gluconic acid","neg","Prasinophyte","Ostreococcus lucimarinus","3430_C",21469435.1125123
"2-O-alpha-D-Glucosylglycerol","pos","Cyanobacteria","Synechococcus sp.","7803_B",110549185.384085
"2-O-alpha-D-Glucosylglycerol","pos","Cyanobacteria","Synechococcus sp.","7803_F",130477863.041731
"2-O-alpha-D-Glucosylglycerol","pos","Cyanobacteria","Synechococcus sp.","8102_A",187834779.661017
"2-O-alpha-D-Glucosylglycerol","pos","Cyanobacteria","Synechococcus sp.","8102_F",175257930.157384
"2-O-alpha-D-Glucosylglycerol","pos","Cyanobacteria","Crocosphaera watsonii","8501_B",23537.03245638
"2-O-alpha-D-Glucosylglycerol","pos","Cyanobacteria","Prochlorococcus marinus","MED4_D",3632288.31677281
"2-O-alpha-D-Glucosylglycerol","pos","Cyanobacteria","Prochlorococcus marinus","MED4_E",4143022.34163084
"2-O-alpha-D-Glucosylglycerol","pos","Cyanobacteria","Prochlorococcus marinus","MED4_F",4202860.0164402
"2-O-alpha-D-Glucosylglycerol","pos","Cyanobacteria","Prochlorococcus marinus","1314P_A",196565.149136578
"2-O-alpha-D-Glucosylglycerol","pos","Cyanobacteria","Prochlorococcus marinus","1314P_B",182070.113030007
"2-O-alpha-D-Glucosylglycerol","pos","Cyanobacteria","Prochlorococcus marinus","1314P_C",204930.443834579
"2-O-alpha-D-Glucosylglycerol","pos","Cyanobacteria","Prochlorococcus marinus","As9601_A",702034.185982368
"2-O-alpha-D-Glucosylglycerol","pos","Cyanobacteria","Prochlorococcus marinus","As9601_B",672273.359143266
"2-O-alpha-D-Glucosylglycerol","pos","Cyanobacteria","Prochlorococcus marinus","Nat_A",2749510.19499782
"2-O-alpha-D-Glucosylglycerol","pos","Cyanobacteria","Prochlorococcus marinus","Nat_B",2465545.44619061
"2-O-alpha-D-Glucosylglycerol","pos","Cyanobacteria","Prochlorococcus marinus","Nat_C",4051943.97180413
"2-O-alpha-D-Glucosylglycerol","pos","Haptophyte","Emiliania huxleyi","2090_A",3972043.52751365
"2-O-alpha-D-Glucosylglycerol","pos","Haptophyte","Emiliania huxleyi","2090_B",4213609.98346113
"2-O-alpha-D-Glucosylglycerol","pos","Haptophyte","Emiliania huxleyi","2090_C",2017132.41233177
"2-O-alpha-D-Glucosylglycerol","pos","Haptophyte","Emiliania huxleyi","371_A",166678.968302784
"2-O-alpha-D-Glucosylglycerol","pos","Haptophyte","Emiliania huxleyi","371_B",265729.702960464
"2-O-alpha-D-Glucosylglycerol","pos","Diatom","Cyclotella meneghiniana","Cy_A",252791.435774031
"2-O-alpha-D-Glucosylglycerol","pos","Diatom","Cyclotella meneghiniana","Cy_B",449649.334577199
"2-O-alpha-D-Glucosylglycerol","pos","Diatom","Cyclotella meneghiniana","Cy_C",453102.716873798
"2-O-alpha-D-Glucosylglycerol","pos","Diatom","Thalassiosira oceanica","To_A",109857.144552857
"2-O-alpha-D-Glucosylglycerol","pos","Diatom","Thalassiosira oceanica","To_B",97798.7376354216
"2-O-alpha-D-Glucosylglycerol","pos","Diatom","Thalassiosira oceanica","To_C",11600.6354986116
"2-O-alpha-D-Glucosylglycerol","pos","Diatom","Thalassiosira pseudonana","Tp_A",350228.975380603
"2-O-alpha-D-Glucosylglycerol","pos","Diatom","Thalassiosira pseudonana","Tp_E",46955.5023938686
"2-O-alpha-D-Glucosylglycerol","pos","Diatom","Thalassiosira pseudonana","Tp_F",66268.7313001282
"2-O-alpha-D-Glucosylglycerol","pos","Diatom","Pseudo-nitzschia pungens","Pc55x_B",4484739.75722666
"2-O-alpha-D-Glucosylglycerol","pos","Diatom","Navicula pelliculosa","Np_A",3218204.44711739
"2-O-alpha-D-Glucosylglycerol","pos","Diatom","Navicula pelliculosa","Np_F",1541352.37262821
"2-O-alpha-D-Glucosylglycerol","pos","Diatom","Phaeodactylum tricornutum","Pt_C",60157.3262199954
"2-O-alpha-D-Glucosylglycerol","pos","Diatom","Phaeodactylum tricornutum","Pt_F",666773.090884985
"2-O-alpha-D-Glucosylglycerol","pos","Dinoflagellate","Lingulodinium polyedra","2021_C",402525.628171347
"L-Glutamine","pos","Cyanobacteria","Synechococcus sp.","7803_B",156093181.90065
"L-Glutamine","pos","Cyanobacteria","Synechococcus sp.","7803_F",247282759.628736
"L-Glutamine","pos","Cyanobacteria","Synechococcus sp.","8102_A",3267086101.69492
"L-Glutamine","pos","Cyanobacteria","Synechococcus sp.","8102_F",1822543373.43013
"L-Glutamine","pos","Cyanobacteria","Crocosphaera watsonii","8501_B",5477780.84951248
"L-Glutamine","pos","Cyanobacteria","Crocosphaera watsonii","8501_C",5610478.31915546
"L-Glutamine","pos","Cyanobacteria","Crocosphaera watsonii","8501_D",5701640.47743704
"L-Glutamine","pos","Cyanobacteria","Prochlorococcus marinus","MED4_D",380243452.840097
"L-Glutamine","pos","Cyanobacteria","Prochlorococcus marinus","MED4_E",1140291350.35388
"L-Glutamine","pos","Cyanobacteria","Prochlorococcus marinus","MED4_F",675559345.909134
"L-Glutamine","pos","Cyanobacteria","Prochlorococcus marinus","1314P_A",729935522.762951
"L-Glutamine","pos","Cyanobacteria","Prochlorococcus marinus","1314P_B",528613230.822193
"L-Glutamine","pos","Cyanobacteria","Prochlorococcus marinus","1314P_C",473291870.918898
"L-Glutamine","pos","Cyanobacteria","Prochlorococcus marinus","As9601_A",368450662.788131
"L-Glutamine","pos","Cyanobacteria","Prochlorococcus marinus","As9601_B",324355686.097729
"L-Glutamine","pos","Cyanobacteria","Prochlorococcus marinus","As9601_C",293463708.412046
"L-Glutamine","pos","Cyanobacteria","Prochlorococcus marinus","Nat_A",8029030268.46396
"L-Glutamine","pos","Cyanobacteria","Prochlorococcus marinus","Nat_B",7375624446.28251
"L-Glutamine","pos","Cyanobacteria","Prochlorococcus marinus","Nat_C",6216570347.08549
"L-Glutamine","pos","Haptophyte","Emiliania huxleyi","2090_A",393957035.460506
"L-Glutamine","pos","Haptophyte","Emiliania huxleyi","2090_B",466163981.356187
"L-Glutamine","pos","Haptophyte","Emiliania huxleyi","2090_C",491656481.102684
"L-Glutamine","pos","Haptophyte","Emiliania huxleyi","371_A",118343937.343667
"L-Glutamine","pos","Haptophyte","Emiliania huxleyi","371_B",123321757.588266
"L-Glutamine","pos","Haptophyte","Emiliania huxleyi","371_C",109516081.698067
